hand,value,handtype,score
"('02C', '03C', '04C', '11C', '13C')",88.11432,5,997234.0
"('07C', '08C', '09C', '10C', '13C')",88.10986999999999,5,997232.0
"('06C', '08C', '09C', '10C', '13C')",88.10986,5,997231.0
"('05C', '08C', '09C', '10C', '13C')",88.10985,5,997229.0
"('04C', '08C', '09C', '10C', '13C')",88.10983999999999,5,997228.0
"('03C', '08C', '09C', '10C', '13C')",88.10982999999999,5,997226.0
"('02C', '08C', '09C', '10C', '13C')",88.10982,5,997225.0
"('06C', '07C', '09C', '10C', '13C')",88.10976,5,997223.0
"('05C', '07C', '09C', '10C', '13C')",88.10974999999999,5,997222.0
"('04C', '07C', '09C', '10C', '13C')",88.10973999999999,5,997220.0
"('03C', '07C', '09C', '10C', '13C')",88.10972999999998,5,997219.0
"('02C', '07C', '09C', '10C', '13C')",88.10972,5,997217.0
"('05C', '06C', '09C', '10C', '13C')",88.10965,5,997215.0
"('04C', '06C', '09C', '10C', '13C')",88.10964,5,997214.0
"('03C', '06C', '09C', '10C', '13C')",88.10963,5,997212.0
"('02C', '06C', '09C', '10C', '13C')",88.10962,5,997211.0
"('04C', '05C', '09C', '10C', '13C')",88.10954,5,997209.0
"('03C', '05C', '09C', '10C', '13C')",88.10952999999999,5,997208.0
"('02C', '05C', '09C', '10C', '13C')",88.10952,5,997206.0
"('03C', '04C', '09C', '10C', '13C')",88.10942999999999,5,997205.0
"('02C', '04C', '09C', '10C', '13C')",88.10942,5,997203.0
"('02C', '03C', '09C', '10C', '13C')",88.10932,5,997202.0
"('06C', '07C', '08C', '10C', '13C')",88.10875999999999,5,997200.0
"('05C', '07C', '08C', '10C', '13C')",88.10874999999999,5,997198.0
"('04C', '07C', '08C', '10C', '13C')",88.10873999999998,5,997197.0
"('03C', '07C', '08C', '10C', '13C')",88.10872999999998,5,997195.0
"('02C', '07C', '08C', '10C', '13C')",88.10871999999999,5,997194.0
"('05C', '06C', '08C', '10C', '13C')",88.10865,5,997192.0
"('04C', '06C', '08C', '10C', '13C')",88.10864,5,997191.0
"('03C', '06C', '08C', '10C', '13C')",88.10862999999999,5,997189.0
"('02C', '06C', '08C', '10C', '13C')",88.10862,5,997188.0
"('04C', '05C', '08C', '10C', '13C')",88.10853999999999,5,997186.0
"('03C', '05C', '08C', '10C', '13C')",88.10852999999999,5,997185.0
"('02C', '05C', '08C', '10C', '13C')",88.10852,5,997183.0
"('03C', '04C', '08C', '10C', '13C')",88.10842999999998,5,997182.0
"('02C', '04C', '08C', '10C', '13C')",88.10842,5,997180.0
"('02C', '03C', '08C', '10C', '13C')",88.10831999999999,5,997178.0
"('05C', '06C', '07C', '10C', '13C')",88.10765,5,997177.0
"('04C', '06C', '07C', '10C', '13C')",88.10764,5,997175.0
"('03C', '06C', '07C', '10C', '13C')",88.10763,5,997174.0
"('02C', '06C', '07C', '10C', '13C')",88.10762000000001,5,997172.0
"('04C', '05C', '07C', '10C', '13C')",88.10754,5,997171.0
"('03C', '05C', '07C', '10C', '13C')",88.10753,5,997169.0
"('02C', '05C', '07C', '10C', '13C')",88.10752000000001,5,997168.0
"('03C', '04C', '07C', '10C', '13C')",88.10743,5,997166.0
"('02C', '04C', '07C', '10C', '13C')",88.10742,5,997165.0
"('02C', '03C', '07C', '10C', '13C')",88.10732,5,997163.0
"('04C', '05C', '06C', '10C', '13C')",88.10654,5,997162.0
"('03C', '05C', '06C', '10C', '13C')",88.10652999999999,5,997160.0
"('02C', '05C', '06C', '10C', '13C')",88.10652,5,997158.0
"('03C', '04C', '06C', '10C', '13C')",88.10642999999999,5,997157.0
"('02C', '04C', '06C', '10C', '13C')",88.10642,5,997155.0
"('02C', '03C', '06C', '10C', '13C')",88.10632,5,997154.0
"('03C', '04C', '05C', '10C', '13C')",88.10542999999998,5,997152.0
"('02C', '04C', '05C', '10C', '13C')",88.10542,5,997151.0
"('02C', '03C', '05C', '10C', '13C')",88.10531999999999,5,997149.0
"('02C', '03C', '04C', '10C', '13C')",88.10432,5,997148.0
"('06C', '07C', '08C', '09C', '13C')",88.09876,5,997146.0
"('05C', '07C', '08C', '09C', '13C')",88.09875,5,997145.0
"('04C', '07C', '08C', '09C', '13C')",88.09873999999999,5,997143.0
"('03C', '07C', '08C', '09C', '13C')",88.09872999999999,5,997142.0
"('02C', '07C', '08C', '09C', '13C')",88.09872,5,997140.0
"('05C', '06C', '08C', '09C', '13C')",88.09865,5,997138.0
"('04C', '06C', '08C', '09C', '13C')",88.09864,5,997137.0
"('03C', '06C', '08C', '09C', '13C')",88.09863,5,997135.0
"('02C', '06C', '08C', '09C', '13C')",88.09862000000001,5,997134.0
"('04C', '05C', '08C', '09C', '13C')",88.09854,5,997132.0
"('03C', '05C', '08C', '09C', '13C')",88.09853,5,997131.0
"('02C', '05C', '08C', '09C', '13C')",88.09852000000001,5,997129.0
"('03C', '04C', '08C', '09C', '13C')",88.09843,5,997128.0
"('02C', '04C', '08C', '09C', '13C')",88.09842,5,997126.0
"('02C', '03C', '08C', '09C', '13C')",88.09832,5,997125.0
"('05C', '06C', '07C', '09C', '13C')",88.09765000000002,5,997123.0
"('04C', '06C', '07C', '09C', '13C')",88.09764000000001,5,997122.0
"('03C', '06C', '07C', '09C', '13C')",88.09763000000001,5,997120.0
"('02C', '06C', '07C', '09C', '13C')",88.09762000000002,5,997118.0
"('04C', '05C', '07C', '09C', '13C')",88.09754000000001,5,997117.0
"('03C', '05C', '07C', '09C', '13C')",88.09753,5,997115.0
"('02C', '05C', '07C', '09C', '13C')",88.09752000000002,5,997114.0
"('03C', '04C', '07C', '09C', '13C')",88.09743,5,997112.0
"('02C', '04C', '07C', '09C', '13C')",88.09742000000001,5,997111.0
"('02C', '03C', '07C', '09C', '13C')",88.09732000000001,5,997109.0
"('04C', '05C', '06C', '09C', '13C')",88.09654,5,997108.0
"('03C', '05C', '06C', '09C', '13C')",88.09653,5,997106.0
"('02C', '05C', '06C', '09C', '13C')",88.09652000000001,5,997105.0
"('03C', '04C', '06C', '09C', '13C')",88.09643,5,997103.0
"('02C', '04C', '06C', '09C', '13C')",88.09642000000001,5,997102.0
"('02C', '03C', '06C', '09C', '13C')",88.09632,5,997100.0
"('03C', '04C', '05C', '09C', '13C')",88.09543,5,997098.0
"('02C', '04C', '05C', '09C', '13C')",88.09542,5,997097.0
"('02C', '03C', '05C', '09C', '13C')",88.09532,5,997095.0
"('02C', '03C', '04C', '09C', '13C')",88.09432000000001,5,997094.0
"('05C', '06C', '07C', '08C', '13C')",88.08765000000001,5,997092.0
"('04C', '06C', '07C', '08C', '13C')",88.08764000000001,5,997091.0
"('03C', '06C', '07C', '08C', '13C')",88.08763,5,997089.0
"('02C', '06C', '07C', '08C', '13C')",88.08762000000002,5,997088.0
"('04C', '05C', '07C', '08C', '13C')",88.08754,5,997086.0
"('03C', '05C', '07C', '08C', '13C')",88.08753,5,997085.0
"('02C', '05C', '07C', '08C', '13C')",88.08752000000001,5,997083.0
"('03C', '04C', '07C', '08C', '13C')",88.08743,5,997082.0
"('02C', '04C', '07C', '08C', '13C')",88.08742000000001,5,997080.0
"('02C', '03C', '07C', '08C', '13C')",88.08732,5,997078.0
"('04C', '05C', '06C', '08C', '13C')",88.08654,5,997077.0
"('03C', '05C', '06C', '08C', '13C')",88.08653,5,997075.0
"('02C', '05C', '06C', '08C', '13C')",88.08652000000001,5,997074.0
"('03C', '04C', '06C', '08C', '13C')",88.08643,5,997072.0
"('02C', '04C', '06C', '08C', '13C')",88.08642,5,997071.0
"('02C', '03C', '06C', '08C', '13C')",88.08632,5,997069.0
"('03C', '04C', '05C', '08C', '13C')",88.08542999999999,5,997068.0
"('02C', '04C', '05C', '08C', '13C')",88.08542,5,997066.0
"('02C', '03C', '05C', '08C', '13C')",88.08532,5,997065.0
"('02C', '03C', '04C', '08C', '13C')",88.08432,5,997063.0
"('04C', '05C', '06C', '07C', '13C')",88.07654,5,997062.0
"('03C', '05C', '06C', '07C', '13C')",88.07652999999999,5,997060.0
"('02C', '05C', '06C', '07C', '13C')",88.07652,5,997058.0
"('03C', '04C', '06C', '07C', '13C')",88.07642999999999,5,997057.0
"('02C', '04C', '06C', '07C', '13C')",88.07642,5,997055.0
"('02C', '03C', '06C', '07C', '13C')",88.07632,5,997054.0
"('03C', '04C', '05C', '07C', '13C')",88.07542999999998,5,997052.0
"('02C', '04C', '05C', '07C', '13C')",88.07542,5,997051.0
"('02C', '03C', '05C', '07C', '13C')",88.07531999999999,5,997049.0
"('02C', '03C', '04C', '07C', '13C')",88.07432,5,997048.0
"('03C', '04C', '05C', '06C', '13C')",88.06542999999999,5,997046.0
"('02C', '04C', '05C', '06C', '13C')",88.06542,5,997045.0
"('02C', '03C', '05C', '06C', '13C')",88.06532,5,997043.0
"('02C', '03C', '04C', '06C', '13C')",88.06432000000001,5,997042.0
"('02C', '03C', '04C', '05C', '13C')",88.05432,5,997040.0
"('07C', '09C', '10C', '11C', '12C')",87.12097,5,997038.0
"('06C', '09C', '10C', '11C', '12C')",87.12096000000001,5,997037.0
"('05C', '09C', '10C', '11C', '12C')",87.12095000000001,5,997035.0
"('04C', '09C', '10C', '11C', '12C')",87.12094,5,997034.0
"('03C', '09C', '10C', '11C', '12C')",87.12093,5,997032.0
"('02C', '09C', '10C', '11C', '12C')",87.12092000000001,5,997031.0
"('07C', '08C', '10C', '11C', '12C')",87.12087,5,997029.0
"('06C', '08C', '10C', '11C', '12C')",87.12086000000001,5,997028.0
"('05C', '08C', '10C', '11C', '12C')",87.12085,5,997026.0
"('04C', '08C', '10C', '11C', '12C')",87.12084,5,997025.0
"('03C', '08C', '10C', '11C', '12C')",87.12083,5,997023.0
"('02C', '08C', '10C', '11C', '12C')",87.12082000000001,5,997022.0
"('06C', '07C', '10C', '11C', '12C')",87.12076,5,997020.0
"('05C', '07C', '10C', '11C', '12C')",87.12075,5,997018.0
"('04C', '07C', '10C', '11C', '12C')",87.12074,5,997017.0
"('03C', '07C', '10C', '11C', '12C')",87.12073,5,997015.0
"('02C', '07C', '10C', '11C', '12C')",87.12072,5,997014.0
"('05C', '06C', '10C', '11C', '12C')",87.12065000000001,5,997012.0
"('04C', '06C', '10C', '11C', '12C')",87.12064000000001,5,997011.0
"('03C', '06C', '10C', '11C', '12C')",87.12063,5,997009.0
"('02C', '06C', '10C', '11C', '12C')",87.12062000000002,5,997008.0
"('04C', '05C', '10C', '11C', '12C')",87.12054,5,997006.0
"('03C', '05C', '10C', '11C', '12C')",87.12053,5,997005.0
"('02C', '05C', '10C', '11C', '12C')",87.12052000000001,5,997003.0
"('03C', '04C', '10C', '11C', '12C')",87.12043,5,997001.0
"('02C', '04C', '10C', '11C', '12C')",87.12042000000001,5,997000.0
"('02C', '03C', '10C', '11C', '12C')",87.12032,5,996998.0
"('07C', '08C', '09C', '11C', '12C')",87.11986999999999,5,996997.0
"('06C', '08C', '09C', '11C', '12C')",87.11986,5,996995.0
"('05C', '08C', '09C', '11C', '12C')",87.11985,5,996994.0
"('04C', '08C', '09C', '11C', '12C')",87.11984,5,996992.0
"('03C', '08C', '09C', '11C', '12C')",87.11983,5,996991.0
"('02C', '08C', '09C', '11C', '12C')",87.11982,5,996989.0
"('06C', '07C', '09C', '11C', '12C')",87.11976,5,996988.0
"('05C', '07C', '09C', '11C', '12C')",87.11975,5,996986.0
"('04C', '07C', '09C', '11C', '12C')",87.11974,5,996985.0
"('03C', '07C', '09C', '11C', '12C')",87.11972999999999,5,996983.0
"('02C', '07C', '09C', '11C', '12C')",87.11972,5,996981.0
"('05C', '06C', '09C', '11C', '12C')",87.11965000000001,5,996980.0
"('04C', '06C', '09C', '11C', '12C')",87.11964,5,996978.0
"('03C', '06C', '09C', '11C', '12C')",87.11963,5,996977.0
"('02C', '06C', '09C', '11C', '12C')",87.11962000000001,5,996975.0
"('04C', '05C', '09C', '11C', '12C')",87.11954,5,996974.0
"('03C', '05C', '09C', '11C', '12C')",87.11953,5,996972.0
"('02C', '05C', '09C', '11C', '12C')",87.11952000000001,5,996971.0
"('03C', '04C', '09C', '11C', '12C')",87.11943,5,996969.0
"('02C', '04C', '09C', '11C', '12C')",87.11942,5,996968.0
"('02C', '03C', '09C', '11C', '12C')",87.11932,5,996966.0
"('06C', '07C', '08C', '11C', '12C')",87.11876,5,996965.0
"('05C', '07C', '08C', '11C', '12C')",87.11874999999999,5,996963.0
"('04C', '07C', '08C', '11C', '12C')",87.11873999999999,5,996961.0
"('03C', '07C', '08C', '11C', '12C')",87.11872999999999,5,996960.0
"('02C', '07C', '08C', '11C', '12C')",87.11872,5,996958.0
"('05C', '06C', '08C', '11C', '12C')",87.11865,5,996957.0
"('04C', '06C', '08C', '11C', '12C')",87.11864,5,996955.0
"('03C', '06C', '08C', '11C', '12C')",87.11863,5,996954.0
"('02C', '06C', '08C', '11C', '12C')",87.11862,5,996952.0
"('04C', '05C', '08C', '11C', '12C')",87.11854,5,996951.0
"('03C', '05C', '08C', '11C', '12C')",87.11852999999999,5,996949.0
"('02C', '05C', '08C', '11C', '12C')",87.11852,5,996948.0
"('03C', '04C', '08C', '11C', '12C')",87.11842999999999,5,996946.0
"('02C', '04C', '08C', '11C', '12C')",87.11842,5,996945.0
"('02C', '03C', '08C', '11C', '12C')",87.11832,5,996943.0
"('05C', '06C', '07C', '11C', '12C')",87.11765000000001,5,996941.0
"('04C', '06C', '07C', '11C', '12C')",87.11764000000001,5,996940.0
"('03C', '06C', '07C', '11C', '12C')",87.11763,5,996938.0
"('02C', '06C', '07C', '11C', '12C')",87.11762000000002,5,996937.0
"('04C', '05C', '07C', '11C', '12C')",87.11754,5,996935.0
"('03C', '05C', '07C', '11C', '12C')",87.11753,5,996934.0
"('02C', '05C', '07C', '11C', '12C')",87.11752000000001,5,996932.0
"('03C', '04C', '07C', '11C', '12C')",87.11743,5,996931.0
"('02C', '04C', '07C', '11C', '12C')",87.11742000000001,5,996929.0
"('02C', '03C', '07C', '11C', '12C')",87.11732,5,996928.0
"('04C', '05C', '06C', '11C', '12C')",87.11654,5,996926.0
"('03C', '05C', '06C', '11C', '12C')",87.11653,5,996925.0
"('02C', '05C', '06C', '11C', '12C')",87.11652000000001,5,996923.0
"('03C', '04C', '06C', '11C', '12C')",87.11643,5,996921.0
"('02C', '04C', '06C', '11C', '12C')",87.11642,5,996920.0
"('02C', '03C', '06C', '11C', '12C')",87.11632,5,996918.0
"('03C', '04C', '05C', '11C', '12C')",87.11542999999999,5,996917.0
"('02C', '04C', '05C', '11C', '12C')",87.11542,5,996915.0
"('02C', '03C', '05C', '11C', '12C')",87.11532,5,996914.0
"('02C', '03C', '04C', '11C', '12C')",87.11432,5,996912.0
"('07C', '08C', '09C', '10C', '12C')",87.10986999999999,5,996911.0
"('06C', '08C', '09C', '10C', '12C')",87.10986,5,996909.0
"('05C', '08C', '09C', '10C', '12C')",87.10985,5,996908.0
"('04C', '08C', '09C', '10C', '12C')",87.10983999999999,5,996906.0
"('03C', '08C', '09C', '10C', '12C')",87.10982999999999,5,996905.0
"('02C', '08C', '09C', '10C', '12C')",87.10982,5,996903.0
"('06C', '07C', '09C', '10C', '12C')",87.10976,5,996901.0
"('05C', '07C', '09C', '10C', '12C')",87.10974999999999,5,996900.0
"('04C', '07C', '09C', '10C', '12C')",87.10973999999999,5,996898.0
"('03C', '07C', '09C', '10C', '12C')",87.10972999999998,5,996897.0
"('02C', '07C', '09C', '10C', '12C')",87.10972,5,996895.0
"('05C', '06C', '09C', '10C', '12C')",87.10965,5,996894.0
"('04C', '06C', '09C', '10C', '12C')",87.10964,5,996892.0
"('03C', '06C', '09C', '10C', '12C')",87.10963,5,996891.0
"('02C', '06C', '09C', '10C', '12C')",87.10962,5,996889.0
"('04C', '05C', '09C', '10C', '12C')",87.10954,5,996888.0
"('03C', '05C', '09C', '10C', '12C')",87.10952999999999,5,996886.0
"('02C', '05C', '09C', '10C', '12C')",87.10952,5,996885.0
"('03C', '04C', '09C', '10C', '12C')",87.10942999999999,5,996883.0
"('02C', '04C', '09C', '10C', '12C')",87.10942,5,996881.0
"('02C', '03C', '09C', '10C', '12C')",87.10932,5,996880.0
"('06C', '07C', '08C', '10C', '12C')",87.10875999999999,5,996878.0
"('05C', '07C', '08C', '10C', '12C')",87.10874999999999,5,996877.0
"('04C', '07C', '08C', '10C', '12C')",87.10873999999998,5,996875.0
"('03C', '07C', '08C', '10C', '12C')",87.10872999999998,5,996874.0
"('02C', '07C', '08C', '10C', '12C')",87.10871999999999,5,996872.0
"('05C', '06C', '08C', '10C', '12C')",87.10865,5,996871.0
"('04C', '06C', '08C', '10C', '12C')",87.10864,5,996869.0
"('03C', '06C', '08C', '10C', '12C')",87.10862999999999,5,996868.0
"('02C', '06C', '08C', '10C', '12C')",87.10862,5,996866.0
"('04C', '05C', '08C', '10C', '12C')",87.10853999999999,5,996865.0
"('03C', '05C', '08C', '10C', '12C')",87.10852999999999,5,996863.0
"('02C', '05C', '08C', '10C', '12C')",87.10852,5,996861.0
"('03C', '04C', '08C', '10C', '12C')",87.10842999999998,5,996860.0
"('02C', '04C', '08C', '10C', '12C')",87.10842,5,996858.0
"('02C', '03C', '08C', '10C', '12C')",87.10831999999999,5,996857.0
"('05C', '06C', '07C', '10C', '12C')",87.10765,5,996855.0
"('04C', '06C', '07C', '10C', '12C')",87.10764,5,996854.0
"('03C', '06C', '07C', '10C', '12C')",87.10763,5,996852.0
"('02C', '06C', '07C', '10C', '12C')",87.10762000000001,5,996851.0
"('04C', '05C', '07C', '10C', '12C')",87.10754,5,996849.0
"('03C', '05C', '07C', '10C', '12C')",87.10753,5,996848.0
"('02C', '05C', '07C', '10C', '12C')",87.10752000000001,5,996846.0
"('03C', '04C', '07C', '10C', '12C')",87.10743,5,996845.0
"('02C', '04C', '07C', '10C', '12C')",87.10742,5,996843.0
"('02C', '03C', '07C', '10C', '12C')",87.10732,5,996841.0
"('04C', '05C', '06C', '10C', '12C')",87.10654,5,996840.0
"('03C', '05C', '06C', '10C', '12C')",87.10652999999999,5,996838.0
"('02C', '05C', '06C', '10C', '12C')",87.10652,5,996837.0
"('03C', '04C', '06C', '10C', '12C')",87.10642999999999,5,996835.0
"('02C', '04C', '06C', '10C', '12C')",87.10642,5,996834.0
"('02C', '03C', '06C', '10C', '12C')",87.10632,5,996832.0
"('03C', '04C', '05C', '10C', '12C')",87.10542999999998,5,996831.0
"('02C', '04C', '05C', '10C', '12C')",87.10542,5,996829.0
"('02C', '03C', '05C', '10C', '12C')",87.10531999999999,5,996828.0
"('02C', '03C', '04C', '10C', '12C')",87.10432,5,996826.0
"('06C', '07C', '08C', '09C', '12C')",87.09876,5,996824.0
"('05C', '07C', '08C', '09C', '12C')",87.09875,5,996823.0
"('04C', '07C', '08C', '09C', '12C')",87.09873999999999,5,996821.0
"('03C', '07C', '08C', '09C', '12C')",87.09872999999999,5,996820.0
"('02C', '07C', '08C', '09C', '12C')",87.09872,5,996818.0
"('05C', '06C', '08C', '09C', '12C')",87.09865,5,996817.0
"('04C', '06C', '08C', '09C', '12C')",87.09864,5,996815.0
"('03C', '06C', '08C', '09C', '12C')",87.09863,5,996814.0
"('02C', '06C', '08C', '09C', '12C')",87.09862000000001,5,996812.0
"('04C', '05C', '08C', '09C', '12C')",87.09854,5,996811.0
"('03C', '05C', '08C', '09C', '12C')",87.09853,5,996809.0
"('02C', '05C', '08C', '09C', '12C')",87.09852000000001,5,996808.0
"('03C', '04C', '08C', '09C', '12C')",87.09843,5,996806.0
"('02C', '04C', '08C', '09C', '12C')",87.09842,5,996804.0
"('02C', '03C', '08C', '09C', '12C')",87.09832,5,996803.0
"('05C', '06C', '07C', '09C', '12C')",87.09765000000002,5,996801.0
"('04C', '06C', '07C', '09C', '12C')",87.09764000000001,5,996800.0
"('03C', '06C', '07C', '09C', '12C')",87.09763000000001,5,996798.0
"('02C', '06C', '07C', '09C', '12C')",87.09762000000002,5,996797.0
"('04C', '05C', '07C', '09C', '12C')",87.09754000000001,5,996795.0
"('03C', '05C', '07C', '09C', '12C')",87.09753,5,996794.0
"('02C', '05C', '07C', '09C', '12C')",87.09752000000002,5,996792.0
"('03C', '04C', '07C', '09C', '12C')",87.09743,5,996791.0
"('02C', '04C', '07C', '09C', '12C')",87.09742000000001,5,996789.0
"('02C', '03C', '07C', '09C', '12C')",87.09732000000001,5,996788.0
"('04C', '05C', '06C', '09C', '12C')",87.09654,5,996786.0
"('03C', '05C', '06C', '09C', '12C')",87.09653,5,996784.0
"('02C', '05C', '06C', '09C', '12C')",87.09652000000001,5,996783.0
"('03C', '04C', '06C', '09C', '12C')",87.09643,5,996781.0
"('02C', '04C', '06C', '09C', '12C')",87.09642000000001,5,996780.0
"('02C', '03C', '06C', '09C', '12C')",87.09632,5,996778.0
"('03C', '04C', '05C', '09C', '12C')",87.09543,5,996777.0
"('02C', '04C', '05C', '09C', '12C')",87.09542,5,996775.0
"('02C', '03C', '05C', '09C', '12C')",87.09532,5,996774.0
"('02C', '03C', '04C', '09C', '12C')",87.09432000000001,5,996772.0
"('05C', '06C', '07C', '08C', '12C')",87.08765000000001,5,996771.0
"('04C', '06C', '07C', '08C', '12C')",87.08764000000001,5,996769.0
"('03C', '06C', '07C', '08C', '12C')",87.08763,5,996768.0
"('02C', '06C', '07C', '08C', '12C')",87.08762000000002,5,996766.0
"('04C', '05C', '07C', '08C', '12C')",87.08754,5,996764.0
"('03C', '05C', '07C', '08C', '12C')",87.08753,5,996763.0
"('02C', '05C', '07C', '08C', '12C')",87.08752000000001,5,996761.0
"('03C', '04C', '07C', '08C', '12C')",87.08743,5,996760.0
"('02C', '04C', '07C', '08C', '12C')",87.08742000000001,5,996758.0
"('02C', '03C', '07C', '08C', '12C')",87.08732,5,996757.0
"('04C', '05C', '06C', '08C', '12C')",87.08654,5,996755.0
"('03C', '05C', '06C', '08C', '12C')",87.08653,5,996754.0
"('02C', '05C', '06C', '08C', '12C')",87.08652000000001,5,996752.0
"('03C', '04C', '06C', '08C', '12C')",87.08643,5,996751.0
"('02C', '04C', '06C', '08C', '12C')",87.08642,5,996749.0
"('02C', '03C', '06C', '08C', '12C')",87.08632,5,996748.0
"('03C', '04C', '05C', '08C', '12C')",87.08542999999999,5,996746.0
"('02C', '04C', '05C', '08C', '12C')",87.08542,5,996744.0
"('02C', '03C', '05C', '08C', '12C')",87.08532,5,996743.0
"('02C', '03C', '04C', '08C', '12C')",87.08432,5,996741.0
"('04C', '05C', '06C', '07C', '12C')",87.07654,5,996740.0
"('03C', '05C', '06C', '07C', '12C')",87.07652999999999,5,996738.0
"('02C', '05C', '06C', '07C', '12C')",87.07652,5,996737.0
"('03C', '04C', '06C', '07C', '12C')",87.07642999999999,5,996735.0
"('02C', '04C', '06C', '07C', '12C')",87.07642,5,996734.0
"('02C', '03C', '06C', '07C', '12C')",87.07632,5,996732.0
"('03C', '04C', '05C', '07C', '12C')",87.07542999999998,5,996731.0
"('02C', '04C', '05C', '07C', '12C')",87.07542,5,996729.0
"('02C', '03C', '05C', '07C', '12C')",87.07531999999999,5,996728.0
"('02C', '03C', '04C', '07C', '12C')",87.07432,5,996726.0
"('03C', '04C', '05C', '06C', '12C')",87.06542999999999,5,996724.0
"('02C', '04C', '05C', '06C', '12C')",87.06542,5,996723.0
"('02C', '03C', '05C', '06C', '12C')",87.06532,5,996721.0
"('02C', '03C', '04C', '06C', '12C')",87.06432000000001,5,996720.0
"('02C', '03C', '04C', '05C', '12C')",87.05432,5,996718.0
"('06C', '08C', '09C', '10C', '11C')",86.10986,5,996717.0
"('05C', '08C', '09C', '10C', '11C')",86.10985,5,996715.0
"('04C', '08C', '09C', '10C', '11C')",86.10983999999999,5,996714.0
"('03C', '08C', '09C', '10C', '11C')",86.10982999999999,5,996712.0
"('02C', '08C', '09C', '10C', '11C')",86.10982,5,996711.0
"('06C', '07C', '09C', '10C', '11C')",86.10976,5,996709.0
"('05C', '07C', '09C', '10C', '11C')",86.10974999999999,5,996708.0
"('04C', '07C', '09C', '10C', '11C')",86.10973999999999,5,996706.0
"('03C', '07C', '09C', '10C', '11C')",86.10972999999998,5,996704.0
"('02C', '07C', '09C', '10C', '11C')",86.10972,5,996703.0
"('05C', '06C', '09C', '10C', '11C')",86.10965,5,996701.0
"('04C', '06C', '09C', '10C', '11C')",86.10964,5,996700.0
"('03C', '06C', '09C', '10C', '11C')",86.10963,5,996698.0
"('02C', '06C', '09C', '10C', '11C')",86.10962,5,996697.0
"('04C', '05C', '09C', '10C', '11C')",86.10954,5,996695.0
"('03C', '05C', '09C', '10C', '11C')",86.10952999999999,5,996694.0
"('02C', '05C', '09C', '10C', '11C')",86.10952,5,996692.0
"('03C', '04C', '09C', '10C', '11C')",86.10942999999999,5,996691.0
"('02C', '04C', '09C', '10C', '11C')",86.10942,5,996689.0
"('02C', '03C', '09C', '10C', '11C')",86.10932,5,996688.0
"('06C', '07C', '08C', '10C', '11C')",86.10875999999999,5,996686.0
"('05C', '07C', '08C', '10C', '11C')",86.10874999999999,5,996684.0
"('04C', '07C', '08C', '10C', '11C')",86.10873999999998,5,996683.0
"('03C', '07C', '08C', '10C', '11C')",86.10872999999998,5,996681.0
"('02C', '07C', '08C', '10C', '11C')",86.10871999999999,5,996680.0
"('05C', '06C', '08C', '10C', '11C')",86.10865,5,996678.0
"('04C', '06C', '08C', '10C', '11C')",86.10864,5,996677.0
"('03C', '06C', '08C', '10C', '11C')",86.10862999999999,5,996675.0
"('02C', '06C', '08C', '10C', '11C')",86.10862,5,996674.0
"('04C', '05C', '08C', '10C', '11C')",86.10853999999999,5,996672.0
"('03C', '05C', '08C', '10C', '11C')",86.10852999999999,5,996671.0
"('02C', '05C', '08C', '10C', '11C')",86.10852,5,996669.0
"('03C', '04C', '08C', '10C', '11C')",86.10842999999998,5,996668.0
"('02C', '04C', '08C', '10C', '11C')",86.10842,5,996666.0
"('02C', '03C', '08C', '10C', '11C')",86.10831999999999,5,996664.0
"('05C', '06C', '07C', '10C', '11C')",86.10765,5,996663.0
"('04C', '06C', '07C', '10C', '11C')",86.10764,5,996661.0
"('03C', '06C', '07C', '10C', '11C')",86.10763,5,996660.0
"('02C', '06C', '07C', '10C', '11C')",86.10762000000001,5,996658.0
"('04C', '05C', '07C', '10C', '11C')",86.10754,5,996657.0
"('03C', '05C', '07C', '10C', '11C')",86.10753,5,996655.0
"('02C', '05C', '07C', '10C', '11C')",86.10752000000001,5,996654.0
"('03C', '04C', '07C', '10C', '11C')",86.10743,5,996652.0
"('02C', '04C', '07C', '10C', '11C')",86.10742,5,996651.0
"('02C', '03C', '07C', '10C', '11C')",86.10732,5,996649.0
"('04C', '05C', '06C', '10C', '11C')",86.10654,5,996648.0
"('03C', '05C', '06C', '10C', '11C')",86.10652999999999,5,996646.0
"('02C', '05C', '06C', '10C', '11C')",86.10652,5,996644.0
"('03C', '04C', '06C', '10C', '11C')",86.10642999999999,5,996643.0
"('02C', '04C', '06C', '10C', '11C')",86.10642,5,996641.0
"('02C', '03C', '06C', '10C', '11C')",86.10632,5,996640.0
"('03C', '04C', '05C', '10C', '11C')",86.10542999999998,5,996638.0
"('02C', '04C', '05C', '10C', '11C')",86.10542,5,996637.0
"('02C', '03C', '05C', '10C', '11C')",86.10531999999999,5,996635.0
"('02C', '03C', '04C', '10C', '11C')",86.10432,5,996634.0
"('06C', '07C', '08C', '09C', '11C')",86.09876,5,996632.0
"('05C', '07C', '08C', '09C', '11C')",86.09875,5,996631.0
"('04C', '07C', '08C', '09C', '11C')",86.09873999999999,5,996629.0
"('03C', '07C', '08C', '09C', '11C')",86.09872999999999,5,996627.0
"('02C', '07C', '08C', '09C', '11C')",86.09872,5,996626.0
"('05C', '06C', '08C', '09C', '11C')",86.09865,5,996624.0
