,top,mid,bot,s1,s2,s3,sc1,sc2
58560,"['07S', '08H', '12C']","['03C', '05H', '06H', '11D', '12S']","['04D', '05C', '10S', '12H', '13S']",12.087,12.116530000000001,13.13054,91.72556999999999,85.7116
58559,"['07S', '08H', '12C']","['03C', '05H', '06H', '11D', '12H']","['04D', '05C', '10S', '12S', '13S']",12.087,12.116530000000001,13.13054,91.72556999999999,85.7116
58539,"['07S', '08H', '12C']","['03C', '05C', '06H', '11D', '12H']","['04D', '05H', '10S', '12S', '13S']",12.087,12.116530000000001,13.13054,91.72556999999999,85.7116
58540,"['07S', '08H', '12C']","['03C', '05C', '06H', '11D', '12S']","['04D', '05H', '10S', '12H', '13S']",12.087,12.116530000000001,13.13054,91.72556999999999,85.7116
58984,"['07S', '08H', '12S']","['03C', '04D', '05C', '11D', '12H']","['05H', '06H', '10S', '12C', '13S']",12.087,12.115430000000002,13.13065,91.72458,85.70951000000001
58747,"['07S', '08H', '12H']","['03C', '04D', '05H', '11D', '12S']","['05C', '06H', '10S', '12C', '13S']",12.087,12.115430000000002,13.13065,91.72458,85.70951000000001
58681,"['07S', '08H', '12C']","['05C', '06H', '10S', '11D', '12S']","['03C', '04D', '05H', '12H', '13S']",12.087,12.12065,13.125430000000001,91.72458,85.71473
58696,"['07S', '08H', '12C']","['05H', '06H', '10S', '11D', '12S']","['03C', '04D', '05C', '12H', '13S']",12.087,12.12065,13.125430000000001,91.72458,85.71473
58999,"['07S', '08H', '12S']","['03C', '04D', '05H', '11D', '12H']","['05C', '06H', '10S', '12C', '13S']",12.087,12.115430000000002,13.13065,91.72458,85.70951000000001
58998,"['07S', '08H', '12S']","['03C', '04D', '05H', '11D', '12C']","['05C', '06H', '10S', '12H', '13S']",12.087,12.115430000000002,13.13065,91.72458,85.70951000000001
58731,"['07S', '08H', '12H']","['03C', '04D', '05C', '11D', '12C']","['05H', '06H', '10S', '12S', '13S']",12.087,12.115430000000002,13.13065,91.72458,85.70951000000001
58732,"['07S', '08H', '12H']","['03C', '04D', '05C', '11D', '12S']","['05H', '06H', '10S', '12C', '13S']",12.087,12.115430000000002,13.13065,91.72458,85.70951000000001
58983,"['07S', '08H', '12S']","['03C', '04D', '05C', '11D', '12C']","['05H', '06H', '10S', '12H', '13S']",12.087,12.115430000000002,13.13065,91.72458,85.70951000000001
58948,"['07S', '08H', '12H']","['05H', '06H', '10S', '11D', '12S']","['03C', '04D', '05C', '12C', '13S']",12.087,12.12065,13.125430000000001,91.72458,85.71473
58947,"['07S', '08H', '12H']","['05H', '06H', '10S', '11D', '12C']","['03C', '04D', '05C', '12S', '13S']",12.087,12.12065,13.125430000000001,91.72458,85.71473
58933,"['07S', '08H', '12H']","['05C', '06H', '10S', '11D', '12S']","['03C', '04D', '05H', '12C', '13S']",12.087,12.12065,13.125430000000001,91.72458,85.71473
58746,"['07S', '08H', '12H']","['03C', '04D', '05H', '11D', '12C']","['05C', '06H', '10S', '12S', '13S']",12.087,12.115430000000002,13.13065,91.72458,85.70951000000001
58932,"['07S', '08H', '12H']","['05C', '06H', '10S', '11D', '12C']","['03C', '04D', '05H', '12S', '13S']",12.087,12.12065,13.125430000000001,91.72458,85.71473
58495,"['07S', '08H', '12C']","['03C', '04D', '05H', '11D', '12S']","['05C', '06H', '10S', '12H', '13S']",12.087,12.115430000000002,13.13065,91.72458,85.70951000000001
59200,"['07S', '08H', '12S']","['05H', '06H', '10S', '11D', '12H']","['03C', '04D', '05C', '12C', '13S']",12.087,12.12065,13.125430000000001,91.72458,85.71473
59199,"['07S', '08H', '12S']","['05H', '06H', '10S', '11D', '12C']","['03C', '04D', '05C', '12H', '13S']",12.087,12.12065,13.125430000000001,91.72458,85.71473
59185,"['07S', '08H', '12S']","['05C', '06H', '10S', '11D', '12H']","['03C', '04D', '05H', '12C', '13S']",12.087,12.12065,13.125430000000001,91.72458,85.71473
59184,"['07S', '08H', '12S']","['05C', '06H', '10S', '11D', '12C']","['03C', '04D', '05H', '12H', '13S']",12.087,12.12065,13.125430000000001,91.72458,85.71473
58479,"['07S', '08H', '12C']","['03C', '04D', '05C', '11D', '12H']","['05H', '06H', '10S', '12S', '13S']",12.087,12.115430000000002,13.13065,91.72458,85.70951000000001
58680,"['07S', '08H', '12C']","['05C', '06H', '10S', '11D', '12H']","['03C', '04D', '05H', '12S', '13S']",12.087,12.12065,13.125430000000001,91.72458,85.71473
58480,"['07S', '08H', '12C']","['03C', '04D', '05C', '11D', '12S']","['05H', '06H', '10S', '12H', '13S']",12.087,12.115430000000002,13.13065,91.72458,85.70951000000001
58494,"['07S', '08H', '12C']","['03C', '04D', '05H', '11D', '12H']","['05C', '06H', '10S', '12S', '13S']",12.087,12.115430000000002,13.13065,91.72458,85.70951000000001
58695,"['07S', '08H', '12C']","['05H', '06H', '10S', '11D', '12H']","['03C', '04D', '05C', '12S', '13S']",12.087,12.12065,13.125430000000001,91.72458,85.71473
53337,"['06H', '08H', '12C']","['04D', '05H', '07S', '11D', '12H']","['03C', '05C', '10S', '12S', '13S']",12.086,12.11754,13.13053,91.72107,85.70961
53338,"['06H', '08H', '12C']","['04D', '05H', '07S', '11D', '12S']","['03C', '05C', '10S', '12H', '13S']",12.086,12.11754,13.13053,91.72107,85.70961
53343,"['06H', '08H', '12C']","['04D', '05H', '10S', '11D', '12H']","['03C', '05C', '07S', '12S', '13S']",12.086,12.12054,13.12753,91.72107,85.71261000000001
53344,"['06H', '08H', '12C']","['04D', '05H', '10S', '11D', '12S']","['03C', '05C', '07S', '12H', '13S']",12.086,12.12054,13.12753,91.72107,85.71261000000001
53526,"['06H', '08H', '12H']","['03C', '05H', '10S', '11D', '12S']","['04D', '05C', '07S', '12C', '13S']",12.086,12.12053,13.12754,91.72107,85.7126
53324,"['06H', '08H', '12C']","['04D', '05C', '10S', '11D', '12S']","['03C', '05H', '07S', '12H', '13S']",12.086,12.12054,13.12753,91.72107,85.71261000000001
53318,"['06H', '08H', '12C']","['04D', '05C', '07S', '11D', '12S']","['03C', '05H', '10S', '12H', '13S']",12.086,12.11754,13.13053,91.72107,85.70961
53848,"['06H', '08H', '12S']","['04D', '05H', '10S', '11D', '12H']","['03C', '05C', '07S', '12C', '13S']",12.086,12.12054,13.12753,91.72107,85.71261000000001
53317,"['06H', '08H', '12C']","['04D', '05C', '07S', '11D', '12H']","['03C', '05H', '10S', '12S', '13S']",12.086,12.11754,13.13053,91.72107,85.70961
53274,"['06H', '08H', '12C']","['03C', '05H', '10S', '11D', '12S']","['04D', '05C', '07S', '12H', '13S']",12.086,12.12053,13.12754,91.72107,85.7126
53273,"['06H', '08H', '12C']","['03C', '05H', '10S', '11D', '12H']","['04D', '05C', '07S', '12S', '13S']",12.086,12.12053,13.12754,91.72107,85.7126
53268,"['06H', '08H', '12C']","['03C', '05H', '07S', '11D', '12S']","['04D', '05C', '10S', '12H', '13S']",12.086,12.11753,13.13054,91.72107,85.7096
53267,"['06H', '08H', '12C']","['03C', '05H', '07S', '11D', '12H']","['04D', '05C', '10S', '12S', '13S']",12.086,12.11753,13.13054,91.72107,85.7096
53254,"['06H', '08H', '12C']","['03C', '05C', '10S', '11D', '12S']","['04D', '05H', '07S', '12H', '13S']",12.086,12.12053,13.12754,91.72107,85.7126
53253,"['06H', '08H', '12C']","['03C', '05C', '10S', '11D', '12H']","['04D', '05H', '07S', '12S', '13S']",12.086,12.12053,13.12754,91.72107,85.7126
53248,"['06H', '08H', '12C']","['03C', '05C', '07S', '11D', '12S']","['04D', '05H', '10S', '12H', '13S']",12.086,12.11753,13.13054,91.72107,85.7096
53247,"['06H', '08H', '12C']","['03C', '05C', '07S', '11D', '12H']","['04D', '05H', '10S', '12S', '13S']",12.086,12.11753,13.13054,91.72107,85.7096
53569,"['06H', '08H', '12H']","['04D', '05C', '07S', '11D', '12C']","['03C', '05H', '10S', '12S', '13S']",12.086,12.11754,13.13053,91.72107,85.70961
53323,"['06H', '08H', '12C']","['04D', '05C', '10S', '11D', '12H']","['03C', '05H', '07S', '12S', '13S']",12.086,12.12054,13.12753,91.72107,85.71261000000001
53847,"['06H', '08H', '12S']","['04D', '05H', '10S', '11D', '12C']","['03C', '05C', '07S', '12H', '13S']",12.086,12.12054,13.12753,91.72107,85.71261000000001
53827,"['06H', '08H', '12S']","['04D', '05C', '10S', '11D', '12C']","['03C', '05H', '07S', '12H', '13S']",12.086,12.12054,13.12753,91.72107,85.71261000000001
53821,"['06H', '08H', '12S']","['04D', '05C', '07S', '11D', '12C']","['03C', '05H', '10S', '12H', '13S']",12.086,12.11754,13.13053,91.72107,85.70961
53520,"['06H', '08H', '12H']","['03C', '05H', '07S', '11D', '12S']","['04D', '05C', '10S', '12C', '13S']",12.086,12.11753,13.13054,91.72107,85.7096
53525,"['06H', '08H', '12H']","['03C', '05H', '10S', '11D', '12C']","['04D', '05C', '07S', '12S', '13S']",12.086,12.12053,13.12754,91.72107,85.7126
53778,"['06H', '08H', '12S']","['03C', '05H', '10S', '11D', '12H']","['04D', '05C', '07S', '12C', '13S']",12.086,12.12053,13.12754,91.72107,85.7126
53772,"['06H', '08H', '12S']","['03C', '05H', '07S', '11D', '12H']","['04D', '05C', '10S', '12C', '13S']",12.086,12.11753,13.13054,91.72107,85.7096
53771,"['06H', '08H', '12S']","['03C', '05H', '07S', '11D', '12C']","['04D', '05C', '10S', '12H', '13S']",12.086,12.11753,13.13054,91.72107,85.7096
53758,"['06H', '08H', '12S']","['03C', '05C', '10S', '11D', '12H']","['04D', '05H', '07S', '12C', '13S']",12.086,12.12053,13.12754,91.72107,85.7126
53757,"['06H', '08H', '12S']","['03C', '05C', '10S', '11D', '12C']","['04D', '05H', '07S', '12H', '13S']",12.086,12.12053,13.12754,91.72107,85.7126
53752,"['06H', '08H', '12S']","['03C', '05C', '07S', '11D', '12H']","['04D', '05H', '10S', '12C', '13S']",12.086,12.11753,13.13054,91.72107,85.7096
53751,"['06H', '08H', '12S']","['03C', '05C', '07S', '11D', '12C']","['04D', '05H', '10S', '12H', '13S']",12.086,12.11753,13.13054,91.72107,85.7096
53596,"['06H', '08H', '12H']","['04D', '05H', '10S', '11D', '12S']","['03C', '05C', '07S', '12C', '13S']",12.086,12.12054,13.12753,91.72107,85.71261000000001
53595,"['06H', '08H', '12H']","['04D', '05H', '10S', '11D', '12C']","['03C', '05C', '07S', '12S', '13S']",12.086,12.12054,13.12753,91.72107,85.71261000000001
53590,"['06H', '08H', '12H']","['04D', '05H', '07S', '11D', '12S']","['03C', '05C', '10S', '12C', '13S']",12.086,12.11754,13.13053,91.72107,85.70961
53589,"['06H', '08H', '12H']","['04D', '05H', '07S', '11D', '12C']","['03C', '05C', '10S', '12S', '13S']",12.086,12.11754,13.13053,91.72107,85.70961
53576,"['06H', '08H', '12H']","['04D', '05C', '10S', '11D', '12S']","['03C', '05H', '07S', '12C', '13S']",12.086,12.12054,13.12753,91.72107,85.71261000000001
53575,"['06H', '08H', '12H']","['04D', '05C', '10S', '11D', '12C']","['03C', '05H', '07S', '12S', '13S']",12.086,12.12054,13.12753,91.72107,85.71261000000001
53570,"['06H', '08H', '12H']","['04D', '05C', '07S', '11D', '12S']","['03C', '05H', '10S', '12C', '13S']",12.086,12.11754,13.13053,91.72107,85.70961
53822,"['06H', '08H', '12S']","['04D', '05C', '07S', '11D', '12H']","['03C', '05H', '10S', '12C', '13S']",12.086,12.11754,13.13053,91.72107,85.70961
53777,"['06H', '08H', '12S']","['03C', '05H', '10S', '11D', '12C']","['04D', '05C', '07S', '12H', '13S']",12.086,12.12053,13.12754,91.72107,85.7126
53828,"['06H', '08H', '12S']","['04D', '05C', '10S', '11D', '12H']","['03C', '05H', '07S', '12C', '13S']",12.086,12.12054,13.12753,91.72107,85.71261000000001
53519,"['06H', '08H', '12H']","['03C', '05H', '07S', '11D', '12C']","['04D', '05C', '10S', '12S', '13S']",12.086,12.11753,13.13054,91.72107,85.7096
53506,"['06H', '08H', '12H']","['03C', '05C', '10S', '11D', '12S']","['04D', '05H', '07S', '12C', '13S']",12.086,12.12053,13.12754,91.72107,85.7126
53841,"['06H', '08H', '12S']","['04D', '05H', '07S', '11D', '12C']","['03C', '05C', '10S', '12H', '13S']",12.086,12.11754,13.13053,91.72107,85.70961
53505,"['06H', '08H', '12H']","['03C', '05C', '10S', '11D', '12C']","['04D', '05H', '07S', '12S', '13S']",12.086,12.12053,13.12754,91.72107,85.7126
53500,"['06H', '08H', '12H']","['03C', '05C', '07S', '11D', '12S']","['04D', '05H', '10S', '12C', '13S']",12.086,12.11753,13.13054,91.72107,85.7096
53499,"['06H', '08H', '12H']","['03C', '05C', '07S', '11D', '12C']","['04D', '05H', '10S', '12S', '13S']",12.086,12.11753,13.13054,91.72107,85.7096
53842,"['06H', '08H', '12S']","['04D', '05H', '07S', '11D', '12H']","['03C', '05C', '10S', '12C', '13S']",12.086,12.11754,13.13053,91.72107,85.70961
53455,"['06H', '08H', '12H']","['03C', '04D', '05H', '11D', '12S']","['05C', '07S', '10S', '12C', '13S']",12.086,12.115430000000002,13.130749999999999,91.71918,85.70561000000001
53892,"['06H', '08H', '12S']","['05C', '07S', '10S', '11D', '12C']","['03C', '04D', '05H', '12H', '13S']",12.086,12.12075,13.125430000000001,91.71918,85.71092999999999
53403,"['06H', '08H', '12C']","['05H', '07S', '10S', '11D', '12H']","['03C', '04D', '05C', '12S', '13S']",12.086,12.12075,13.125430000000001,91.71918,85.71092999999999
53404,"['06H', '08H', '12C']","['05H', '07S', '10S', '11D', '12S']","['03C', '04D', '05C', '12H', '13S']",12.086,12.12075,13.125430000000001,91.71918,85.71092999999999
53188,"['06H', '08H', '12C']","['03C', '04D', '05C', '11D', '12S']","['05H', '07S', '10S', '12H', '13S']",12.086,12.115430000000002,13.130749999999999,91.71918,85.70561000000001
53203,"['06H', '08H', '12C']","['03C', '04D', '05H', '11D', '12S']","['05C', '07S', '10S', '12H', '13S']",12.086,12.115430000000002,13.130749999999999,91.71918,85.70561000000001
53202,"['06H', '08H', '12C']","['03C', '04D', '05H', '11D', '12H']","['05C', '07S', '10S', '12S', '13S']",12.086,12.115430000000002,13.130749999999999,91.71918,85.70561000000001
53640,"['06H', '08H', '12H']","['05C', '07S', '10S', '11D', '12C']","['03C', '04D', '05H', '12S', '13S']",12.086,12.12075,13.125430000000001,91.71918,85.71092999999999
53187,"['06H', '08H', '12C']","['03C', '04D', '05C', '11D', '12H']","['05H', '07S', '10S', '12S', '13S']",12.086,12.115430000000002,13.130749999999999,91.71918,85.70561000000001
53440,"['06H', '08H', '12H']","['03C', '04D', '05C', '11D', '12S']","['05H', '07S', '10S', '12C', '13S']",12.086,12.115430000000002,13.130749999999999,91.71918,85.70561000000001
53389,"['06H', '08H', '12C']","['05C', '07S', '10S', '11D', '12S']","['03C', '04D', '05H', '12H', '13S']",12.086,12.12075,13.125430000000001,91.71918,85.71092999999999
53656,"['06H', '08H', '12H']","['05H', '07S', '10S', '11D', '12S']","['03C', '04D', '05C', '12C', '13S']",12.086,12.12075,13.125430000000001,91.71918,85.71092999999999
53641,"['06H', '08H', '12H']","['05C', '07S', '10S', '11D', '12S']","['03C', '04D', '05H', '12C', '13S']",12.086,12.12075,13.125430000000001,91.71918,85.71092999999999
53655,"['06H', '08H', '12H']","['05H', '07S', '10S', '11D', '12C']","['03C', '04D', '05C', '12S', '13S']",12.086,12.12075,13.125430000000001,91.71918,85.71092999999999
53691,"['06H', '08H', '12S']","['03C', '04D', '05C', '11D', '12C']","['05H', '07S', '10S', '12H', '13S']",12.086,12.115430000000002,13.130749999999999,91.71918,85.70561000000001
53692,"['06H', '08H', '12S']","['03C', '04D', '05C', '11D', '12H']","['05H', '07S', '10S', '12C', '13S']",12.086,12.115430000000002,13.130749999999999,91.71918,85.70561000000001
53706,"['06H', '08H', '12S']","['03C', '04D', '05H', '11D', '12C']","['05C', '07S', '10S', '12H', '13S']",12.086,12.115430000000002,13.130749999999999,91.71918,85.70561000000001
53707,"['06H', '08H', '12S']","['03C', '04D', '05H', '11D', '12H']","['05C', '07S', '10S', '12C', '13S']",12.086,12.115430000000002,13.130749999999999,91.71918,85.70561000000001
53893,"['06H', '08H', '12S']","['05C', '07S', '10S', '11D', '12H']","['03C', '04D', '05H', '12C', '13S']",12.086,12.12075,13.125430000000001,91.71918,85.71092999999999
53907,"['06H', '08H', '12S']","['05H', '07S', '10S', '11D', '12C']","['03C', '04D', '05C', '12H', '13S']",12.086,12.12075,13.125430000000001,91.71918,85.71092999999999
53388,"['06H', '08H', '12C']","['05C', '07S', '10S', '11D', '12H']","['03C', '04D', '05H', '12S', '13S']",12.086,12.12075,13.125430000000001,91.71918,85.71092999999999
53454,"['06H', '08H', '12H']","['03C', '04D', '05H', '11D', '12C']","['05C', '07S', '10S', '12S', '13S']",12.086,12.115430000000002,13.130749999999999,91.71918,85.70561000000001
53908,"['06H', '08H', '12S']","['05H', '07S', '10S', '11D', '12H']","['03C', '04D', '05C', '12C', '13S']",12.086,12.12075,13.125430000000001,91.71918,85.71092999999999
53439,"['06H', '08H', '12H']","['03C', '04D', '05C', '11D', '12C']","['05H', '07S', '10S', '12S', '13S']",12.086,12.115430000000002,13.130749999999999,91.71918,85.70561000000001
59041,"['07S', '08H', '12S']","['03C', '05C', '06H', '10S', '12H']","['04D', '05H', '11D', '12C', '13S']",12.087,12.106530000000001,13.13154,91.71657,85.6926
58556,"['07S', '08H', '12C']","['03C', '05H', '06H', '10S', '12H']","['04D', '05C', '11D', '12S', '13S']",12.087,12.106530000000001,13.13154,91.71657,85.6926
58809,"['07S', '08H', '12H']","['03C', '05H', '06H', '10S', '12S']","['04D', '05C', '11D', '12C', '13S']",12.087,12.106530000000001,13.13154,91.71657,85.6926
58789,"['07S', '08H', '12H']","['03C', '05C', '06H', '10S', '12S']","['04D', '05H', '11D', '12C', '13S']",12.087,12.106530000000001,13.13154,91.71657,85.6926
58788,"['07S', '08H', '12H']","['03C', '05C', '06H', '10S', '12C']","['04D', '05H', '11D', '12S', '13S']",12.087,12.106530000000001,13.13154,91.71657,85.6926
58536,"['07S', '08H', '12C']","['03C', '05C', '06H', '10S', '12H']","['04D', '05H', '11D', '12S', '13S']",12.087,12.106530000000001,13.13154,91.71657,85.6926
58537,"['07S', '08H', '12C']","['03C', '05C', '06H', '10S', '12S']","['04D', '05H', '11D', '12H', '13S']",12.087,12.106530000000001,13.13154,91.71657,85.6926
58557,"['07S', '08H', '12C']","['03C', '05H', '06H', '10S', '12S']","['04D', '05C', '11D', '12H', '13S']",12.087,12.106530000000001,13.13154,91.71657,85.6926
59040,"['07S', '08H', '12S']","['03C', '05C', '06H', '10S', '12C']","['04D', '05H', '11D', '12H', '13S']",12.087,12.106530000000001,13.13154,91.71657,85.6926
59060,"['07S', '08H', '12S']","['03C', '05H', '06H', '10S', '12C']","['04D', '05C', '11D', '12H', '13S']",12.087,12.106530000000001,13.13154,91.71657,85.6926
58808,"['07S', '08H', '12H']","['03C', '05H', '06H', '10S', '12C']","['04D', '05C', '11D', '12S', '13S']",12.087,12.106530000000001,13.13154,91.71657,85.6926
59061,"['07S', '08H', '12S']","['03C', '05H', '06H', '10S', '12H']","['04D', '05C', '11D', '12C', '13S']",12.087,12.106530000000001,13.13154,91.71657,85.6926
58606,"['07S', '08H', '12C']","['04D', '05C', '06H', '10S', '12H']","['03C', '05H', '11D', '12S', '13S']",12.087,12.10654,13.13153,91.71656999999999,85.69261
59130,"['07S', '08H', '12S']","['04D', '05H', '06H', '10S', '12C']","['03C', '05C', '11D', '12H', '13S']",12.087,12.10654,13.13153,91.71656999999999,85.69261
58607,"['07S', '08H', '12C']","['04D', '05C', '06H', '10S', '12S']","['03C', '05H', '11D', '12H', '13S']",12.087,12.10654,13.13153,91.71656999999999,85.69261
58626,"['07S', '08H', '12C']","['04D', '05H', '06H', '10S', '12H']","['03C', '05C', '11D', '12S', '13S']",12.087,12.10654,13.13153,91.71656999999999,85.69261
58627,"['07S', '08H', '12C']","['04D', '05H', '06H', '10S', '12S']","['03C', '05C', '11D', '12H', '13S']",12.087,12.10654,13.13153,91.71656999999999,85.69261
59110,"['07S', '08H', '12S']","['04D', '05C', '06H', '10S', '12C']","['03C', '05H', '11D', '12H', '13S']",12.087,12.10654,13.13153,91.71656999999999,85.69261
59131,"['07S', '08H', '12S']","['04D', '05H', '06H', '10S', '12H']","['03C', '05C', '11D', '12C', '13S']",12.087,12.10654,13.13153,91.71656999999999,85.69261
59111,"['07S', '08H', '12S']","['04D', '05C', '06H', '10S', '12H']","['03C', '05H', '11D', '12C', '13S']",12.087,12.10654,13.13153,91.71656999999999,85.69261
58858,"['07S', '08H', '12H']","['04D', '05C', '06H', '10S', '12C']","['03C', '05H', '11D', '12S', '13S']",12.087,12.10654,13.13153,91.71656999999999,85.69261
58859,"['07S', '08H', '12H']","['04D', '05C', '06H', '10S', '12S']","['03C', '05H', '11D', '12C', '13S']",12.087,12.10654,13.13153,91.71656999999999,85.69261
58878,"['07S', '08H', '12H']","['04D', '05H', '06H', '10S', '12C']","['03C', '05C', '11D', '12S', '13S']",12.087,12.10654,13.13153,91.71656999999999,85.69261
58879,"['07S', '08H', '12H']","['04D', '05H', '06H', '10S', '12S']","['03C', '05C', '11D', '12C', '13S']",12.087,12.10654,13.13153,91.71656999999999,85.69261
46520,"['05H', '08H', '12H']","['04D', '05C', '10S', '11D', '12S']","['03C', '06H', '07S', '12C', '13S']",12.085,12.12054,13.12763,91.71567,85.70871
46470,"['05H', '08H', '12H']","['03C', '06H', '10S', '11D', '12S']","['04D', '05C', '07S', '12C', '13S']",12.085,12.12063,13.12754,91.71567,85.7088
37120,"['05C', '08H', '12C']","['03C', '05H', '07S', '11D', '12S']","['04D', '06H', '10S', '12H', '13S']",12.085,12.11753,13.13064,91.71567,85.70570000000001
37125,"['05C', '08H', '12C']","['03C', '05H', '10S', '11D', '12H']","['04D', '06H', '07S', '12S', '13S']",12.085,12.12053,13.12764,91.71567,85.70870000000001
37126,"['05C', '08H', '12C']","['03C', '05H', '10S', '11D', '12S']","['04D', '06H', '07S', '12H', '13S']",12.085,12.12053,13.12764,91.71567,85.70870000000001
37139,"['05C', '08H', '12C']","['03C', '06H', '07S', '11D', '12H']","['04D', '05H', '10S', '12S', '13S']",12.085,12.11763,13.13054,91.71567,85.7058
37140,"['05C', '08H', '12C']","['03C', '06H', '07S', '11D', '12S']","['04D', '05H', '10S', '12H', '13S']",12.085,12.11763,13.13054,91.71567,85.7058
37145,"['05C', '08H', '12C']","['03C', '06H', '10S', '11D', '12H']","['04D', '05H', '07S', '12S', '13S']",12.085,12.12063,13.12754,91.71567,85.7088
46469,"['05H', '08H', '12H']","['03C', '06H', '10S', '11D', '12C']","['04D', '05C', '07S', '12S', '13S']",12.085,12.12063,13.12754,91.71567,85.7088
37643,"['05C', '08H', '12S']","['03C', '06H', '07S', '11D', '12C']","['04D', '05H', '10S', '12H', '13S']",12.085,12.11763,13.13054,91.71567,85.7058
37629,"['05C', '08H', '12S']","['03C', '05H', '10S', '11D', '12C']","['04D', '06H', '07S', '12H', '13S']",12.085,12.12053,13.12764,91.71567,85.70870000000001
37630,"['05C', '08H', '12S']","['03C', '05H', '10S', '11D', '12H']","['04D', '06H', '07S', '12C', '13S']",12.085,12.12053,13.12764,91.71567,85.70870000000001
37146,"['05C', '08H', '12C']","['03C', '06H', '10S', '11D', '12S']","['04D', '05H', '07S', '12H', '13S']",12.085,12.12063,13.12754,91.71567,85.7088
46464,"['05H', '08H', '12H']","['03C', '06H', '07S', '11D', '12S']","['04D', '05C', '10S', '12C', '13S']",12.085,12.11763,13.13054,91.71567,85.7058
46463,"['05H', '08H', '12H']","['03C', '06H', '07S', '11D', '12C']","['04D', '05C', '10S', '12S', '13S']",12.085,12.11763,13.13054,91.71567,85.7058
46450,"['05H', '08H', '12H']","['03C', '05C', '10S', '11D', '12S']","['04D', '06H', '07S', '12C', '13S']",12.085,12.12053,13.12764,91.71567,85.70870000000001
46695,"['05H', '08H', '12S']","['03C', '05C', '07S', '11D', '12C']","['04D', '06H', '10S', '12H', '13S']",12.085,12.11753,13.13064,91.71567,85.70570000000001
46443,"['05H', '08H', '12H']","['03C', '05C', '07S', '11D', '12C']","['04D', '06H', '10S', '12S', '13S']",12.085,12.11753,13.13064,91.71567,85.70570000000001
46449,"['05H', '08H', '12H']","['03C', '05C', '10S', '11D', '12C']","['04D', '06H', '07S', '12S', '13S']",12.085,12.12053,13.12764,91.71567,85.70870000000001
37119,"['05C', '08H', '12C']","['03C', '05H', '07S', '11D', '12H']","['04D', '06H', '10S', '12S', '13S']",12.085,12.11753,13.13064,91.71567,85.70570000000001
46519,"['05H', '08H', '12H']","['04D', '05C', '10S', '11D', '12C']","['03C', '06H', '07S', '12S', '13S']",12.085,12.12054,13.12763,91.71567,85.70871
46262,"['05H', '08H', '12C']","['04D', '05C', '07S', '11D', '12S']","['03C', '06H', '10S', '12H', '13S']",12.085,12.11754,13.13063,91.71567,85.70571
46514,"['05H', '08H', '12H']","['04D', '05C', '07S', '11D', '12S']","['03C', '06H', '10S', '12C', '13S']",12.085,12.11754,13.13063,91.71567,85.70571
37644,"['05C', '08H', '12S']","['03C', '06H', '07S', '11D', '12H']","['04D', '05H', '10S', '12C', '13S']",12.085,12.11763,13.13054,91.71567,85.7058
37624,"['05C', '08H', '12S']","['03C', '05H', '07S', '11D', '12H']","['04D', '06H', '10S', '12C', '13S']",12.085,12.11753,13.13064,91.71567,85.70570000000001
37649,"['05C', '08H', '12S']","['03C', '06H', '10S', '11D', '12C']","['04D', '05H', '07S', '12H', '13S']",12.085,12.12063,13.12754,91.71567,85.7088
37623,"['05C', '08H', '12S']","['03C', '05H', '07S', '11D', '12C']","['04D', '06H', '10S', '12H', '13S']",12.085,12.11753,13.13064,91.71567,85.70570000000001
37650,"['05C', '08H', '12S']","['03C', '06H', '10S', '11D', '12H']","['04D', '05H', '07S', '12C', '13S']",12.085,12.12063,13.12754,91.71567,85.7088
46268,"['05H', '08H', '12C']","['04D', '05C', '10S', '11D', '12S']","['03C', '06H', '07S', '12H', '13S']",12.085,12.12054,13.12763,91.71567,85.70871
46267,"['05H', '08H', '12C']","['04D', '05C', '10S', '11D', '12H']","['03C', '06H', '07S', '12S', '13S']",12.085,12.12054,13.12763,91.71567,85.70871
46261,"['05H', '08H', '12C']","['04D', '05C', '07S', '11D', '12H']","['03C', '06H', '10S', '12S', '13S']",12.085,12.11754,13.13063,91.71567,85.70571
46513,"['05H', '08H', '12H']","['04D', '05C', '07S', '11D', '12C']","['03C', '06H', '10S', '12S', '13S']",12.085,12.11754,13.13063,91.71567,85.70571
37189,"['05C', '08H', '12C']","['04D', '05H', '07S', '11D', '12H']","['03C', '06H', '10S', '12S', '13S']",12.085,12.11754,13.13063,91.71567,85.70571
46217,"['05H', '08H', '12C']","['03C', '06H', '10S', '11D', '12H']","['04D', '05C', '07S', '12S', '13S']",12.085,12.12063,13.12754,91.71567,85.7088
46212,"['05H', '08H', '12C']","['03C', '06H', '07S', '11D', '12S']","['04D', '05C', '10S', '12H', '13S']",12.085,12.11763,13.13054,91.71567,85.7058
46211,"['05H', '08H', '12C']","['03C', '06H', '07S', '11D', '12H']","['04D', '05C', '10S', '12S', '13S']",12.085,12.11763,13.13054,91.71567,85.7058
46198,"['05H', '08H', '12C']","['03C', '05C', '10S', '11D', '12S']","['04D', '06H', '07S', '12H', '13S']",12.085,12.12053,13.12764,91.71567,85.70870000000001
46197,"['05H', '08H', '12C']","['03C', '05C', '10S', '11D', '12H']","['04D', '06H', '07S', '12S', '13S']",12.085,12.12053,13.12764,91.71567,85.70870000000001
