,top,mid,bot,s1,s2,s3,sc1,sc2
42129,"['05H', '06H', '08H']","['03C', '04D', '10S', '12S', '13S']","['05C', '07S', '11D', '12C', '12H']",8.065000000000001,13.13043,27.1175,84.60543000000001,85.63836
42151,"['05H', '06H', '08H']","['03C', '05C', '07S', '12C', '13S']","['04D', '10S', '11D', '12H', '12S']",8.065000000000001,13.12753,27.1204,84.60543000000001,85.63546000000001
42153,"['05H', '06H', '08H']","['03C', '05C', '07S', '12H', '13S']","['04D', '10S', '11D', '12C', '12S']",8.065000000000001,13.12753,27.1204,84.60543000000001,85.63546000000001
42154,"['05H', '06H', '08H']","['03C', '05C', '07S', '12S', '13S']","['04D', '10S', '11D', '12C', '12H']",8.065000000000001,13.12753,27.1204,84.60543000000001,85.63546000000001
42161,"['05H', '06H', '08H']","['03C', '05C', '10S', '12C', '13S']","['04D', '07S', '11D', '12H', '12S']",8.065000000000001,13.13053,27.1174,84.60543000000001,85.63846000000001
42163,"['05H', '06H', '08H']","['03C', '05C', '10S', '12H', '13S']","['04D', '07S', '11D', '12C', '12S']",8.065000000000001,13.13053,27.1174,84.60543000000001,85.63846000000001
42164,"['05H', '06H', '08H']","['03C', '05C', '10S', '12S', '13S']","['04D', '07S', '11D', '12C', '12H']",8.065000000000001,13.13053,27.1174,84.60543000000001,85.63846000000001
42128,"['05H', '06H', '08H']","['03C', '04D', '10S', '12H', '13S']","['05C', '07S', '11D', '12C', '12S']",8.065000000000001,13.13043,27.1175,84.60543000000001,85.63836
33056,"['05C', '06H', '08H']","['03C', '04D', '10S', '12H', '13S']","['05H', '07S', '11D', '12C', '12S']",8.065000000000001,13.13043,27.1175,84.60543000000001,85.63836
33081,"['05C', '06H', '08H']","['03C', '05H', '07S', '12H', '13S']","['04D', '10S', '11D', '12C', '12S']",8.065000000000001,13.12753,27.1204,84.60543000000001,85.63546000000001
33089,"['05C', '06H', '08H']","['03C', '05H', '10S', '12C', '13S']","['04D', '07S', '11D', '12H', '12S']",8.065000000000001,13.13053,27.1174,84.60543000000001,85.63846000000001
33082,"['05C', '06H', '08H']","['03C', '05H', '07S', '12S', '13S']","['04D', '10S', '11D', '12C', '12H']",8.065000000000001,13.12753,27.1204,84.60543000000001,85.63546000000001
33092,"['05C', '06H', '08H']","['03C', '05H', '10S', '12S', '13S']","['04D', '07S', '11D', '12C', '12H']",8.065000000000001,13.13053,27.1174,84.60543000000001,85.63846000000001
33044,"['05C', '06H', '08H']","['03C', '04D', '07S', '12C', '13S']","['05H', '10S', '11D', '12H', '12S']",8.065000000000001,13.12743,27.1205,84.60543000000001,85.63536
33046,"['05C', '06H', '08H']","['03C', '04D', '07S', '12H', '13S']","['05H', '10S', '11D', '12C', '12S']",8.065000000000001,13.12743,27.1205,84.60543000000001,85.63536
33047,"['05C', '06H', '08H']","['03C', '04D', '07S', '12S', '13S']","['05H', '10S', '11D', '12C', '12H']",8.065000000000001,13.12743,27.1205,84.60543000000001,85.63536
33079,"['05C', '06H', '08H']","['03C', '05H', '07S', '12C', '13S']","['04D', '10S', '11D', '12H', '12S']",8.065000000000001,13.12753,27.1204,84.60543000000001,85.63546000000001
33091,"['05C', '06H', '08H']","['03C', '05H', '10S', '12H', '13S']","['04D', '07S', '11D', '12C', '12S']",8.065000000000001,13.13053,27.1174,84.60543000000001,85.63846000000001
33057,"['05C', '06H', '08H']","['03C', '04D', '10S', '12S', '13S']","['05H', '07S', '11D', '12C', '12H']",8.065000000000001,13.13043,27.1175,84.60543000000001,85.63836
33054,"['05C', '06H', '08H']","['03C', '04D', '10S', '12C', '13S']","['05H', '07S', '11D', '12H', '12S']",8.065000000000001,13.13043,27.1175,84.60543000000001,85.63836
33162,"['05C', '06H', '08H']","['04D', '05H', '10S', '12S', '13S']","['03C', '07S', '11D', '12C', '12H']",8.065000000000001,13.13054,27.1173,84.60534000000001,85.63838000000001
33161,"['05C', '06H', '08H']","['04D', '05H', '10S', '12H', '13S']","['03C', '07S', '11D', '12C', '12S']",8.065000000000001,13.13054,27.1173,84.60534000000001,85.63838000000001
33152,"['05C', '06H', '08H']","['04D', '05H', '07S', '12S', '13S']","['03C', '10S', '11D', '12C', '12H']",8.065000000000001,13.12754,27.1203,84.60534000000001,85.63538
33151,"['05C', '06H', '08H']","['04D', '05H', '07S', '12H', '13S']","['03C', '10S', '11D', '12C', '12S']",8.065000000000001,13.12754,27.1203,84.60534000000001,85.63538
33149,"['05C', '06H', '08H']","['04D', '05H', '07S', '12C', '13S']","['03C', '10S', '11D', '12H', '12S']",8.065000000000001,13.12754,27.1203,84.60534000000001,85.63538
33159,"['05C', '06H', '08H']","['04D', '05H', '10S', '12C', '13S']","['03C', '07S', '11D', '12H', '12S']",8.065000000000001,13.13054,27.1173,84.60534000000001,85.63838000000001
42234,"['05H', '06H', '08H']","['04D', '05C', '10S', '12S', '13S']","['03C', '07S', '11D', '12C', '12H']",8.065000000000001,13.13054,27.1173,84.60534000000001,85.63838000000001
42233,"['05H', '06H', '08H']","['04D', '05C', '10S', '12H', '13S']","['03C', '07S', '11D', '12C', '12S']",8.065000000000001,13.13054,27.1173,84.60534000000001,85.63838000000001
42231,"['05H', '06H', '08H']","['04D', '05C', '10S', '12C', '13S']","['03C', '07S', '11D', '12H', '12S']",8.065000000000001,13.13054,27.1173,84.60534000000001,85.63838000000001
42224,"['05H', '06H', '08H']","['04D', '05C', '07S', '12S', '13S']","['03C', '10S', '11D', '12C', '12H']",8.065000000000001,13.12754,27.1203,84.60534000000001,85.63538
42223,"['05H', '06H', '08H']","['04D', '05C', '07S', '12H', '13S']","['03C', '10S', '11D', '12C', '12S']",8.065000000000001,13.12754,27.1203,84.60534000000001,85.63538
42221,"['05H', '06H', '08H']","['04D', '05C', '07S', '12C', '13S']","['03C', '10S', '11D', '12H', '12S']",8.065000000000001,13.12754,27.1203,84.60534000000001,85.63538
51122,"['06H', '07S', '08H']","['05C', '10S', '11D', '12C', '13S']","['03C', '04D', '05H', '12H', '12S']",8.076,13.132049999999998,27.0543,84.60435000000001,85.6224
51124,"['06H', '07S', '08H']","['05C', '10S', '11D', '12H', '13S']","['03C', '04D', '05H', '12C', '12S']",8.076,13.132049999999998,27.0543,84.60435000000001,85.6224
51125,"['06H', '07S', '08H']","['05C', '10S', '11D', '12S', '13S']","['03C', '04D', '05H', '12C', '12H']",8.076,13.132049999999998,27.0543,84.60435000000001,85.6224
51137,"['06H', '07S', '08H']","['05H', '10S', '11D', '12C', '13S']","['03C', '04D', '05C', '12H', '12S']",8.076,13.132049999999998,27.0543,84.60435000000001,85.6224
51139,"['06H', '07S', '08H']","['05H', '10S', '11D', '12H', '13S']","['03C', '04D', '05C', '12C', '12S']",8.076,13.132049999999998,27.0543,84.60435000000001,85.6224
51140,"['06H', '07S', '08H']","['05H', '10S', '11D', '12S', '13S']","['03C', '04D', '05C', '12C', '12H']",8.076,13.132049999999998,27.0543,84.60435000000001,85.6224
33029,"['05C', '06H', '08H']","['03C', '04D', '05H', '12C', '13S']","['07S', '10S', '11D', '12H', '12S']",8.065000000000001,13.125430000000001,27.1207,84.60363000000001,85.63156000000001
42184,"['05H', '06H', '08H']","['03C', '07S', '10S', '12S', '13S']","['04D', '05C', '11D', '12C', '12H']",8.065000000000001,13.13073,27.115399999999998,84.60363000000001,85.63686
33109,"['05C', '06H', '08H']","['03C', '07S', '10S', '12C', '13S']","['04D', '05H', '11D', '12H', '12S']",8.065000000000001,13.13073,27.115399999999998,84.60363000000001,85.63686
42181,"['05H', '06H', '08H']","['03C', '07S', '10S', '12C', '13S']","['04D', '05C', '11D', '12H', '12S']",8.065000000000001,13.13073,27.115399999999998,84.60363000000001,85.63686
42183,"['05H', '06H', '08H']","['03C', '07S', '10S', '12H', '13S']","['04D', '05C', '11D', '12C', '12S']",8.065000000000001,13.13073,27.115399999999998,84.60363000000001,85.63686
42101,"['05H', '06H', '08H']","['03C', '04D', '05C', '12C', '13S']","['07S', '10S', '11D', '12H', '12S']",8.065000000000001,13.125430000000001,27.1207,84.60363000000001,85.63156000000001
33031,"['05C', '06H', '08H']","['03C', '04D', '05H', '12H', '13S']","['07S', '10S', '11D', '12C', '12S']",8.065000000000001,13.125430000000001,27.1207,84.60363000000001,85.63156000000001
42103,"['05H', '06H', '08H']","['03C', '04D', '05C', '12H', '13S']","['07S', '10S', '11D', '12C', '12S']",8.065000000000001,13.125430000000001,27.1207,84.60363000000001,85.63156000000001
42104,"['05H', '06H', '08H']","['03C', '04D', '05C', '12S', '13S']","['07S', '10S', '11D', '12C', '12H']",8.065000000000001,13.125430000000001,27.1207,84.60363000000001,85.63156000000001
33111,"['05C', '06H', '08H']","['03C', '07S', '10S', '12H', '13S']","['04D', '05H', '11D', '12C', '12S']",8.065000000000001,13.13073,27.115399999999998,84.60363000000001,85.63686
33032,"['05C', '06H', '08H']","['03C', '04D', '05H', '12S', '13S']","['07S', '10S', '11D', '12C', '12H']",8.065000000000001,13.125430000000001,27.1207,84.60363000000001,85.63156000000001
33112,"['05C', '06H', '08H']","['03C', '07S', '10S', '12S', '13S']","['04D', '05H', '11D', '12C', '12H']",8.065000000000001,13.13073,27.115399999999998,84.60363000000001,85.63686
42253,"['05H', '06H', '08H']","['04D', '07S', '10S', '12H', '13S']","['03C', '05C', '11D', '12C', '12S']",8.065000000000001,13.13074,27.115299999999998,84.60354000000001,85.63678
33179,"['05C', '06H', '08H']","['04D', '07S', '10S', '12C', '13S']","['03C', '05H', '11D', '12H', '12S']",8.065000000000001,13.13074,27.115299999999998,84.60354000000001,85.63678
33181,"['05C', '06H', '08H']","['04D', '07S', '10S', '12H', '13S']","['03C', '05H', '11D', '12C', '12S']",8.065000000000001,13.13074,27.115299999999998,84.60354000000001,85.63678
42251,"['05H', '06H', '08H']","['04D', '07S', '10S', '12C', '13S']","['03C', '05C', '11D', '12H', '12S']",8.065000000000001,13.13074,27.115299999999998,84.60354000000001,85.63678
42254,"['05H', '06H', '08H']","['04D', '07S', '10S', '12S', '13S']","['03C', '05C', '11D', '12C', '12H']",8.065000000000001,13.13074,27.115299999999998,84.60354000000001,85.63678
33182,"['05C', '06H', '08H']","['04D', '07S', '10S', '12S', '13S']","['03C', '05H', '11D', '12C', '12H']",8.065000000000001,13.13074,27.115299999999998,84.60354000000001,85.63678
42288,"['05H', '06H', '08H']","['05C', '07S', '10S', '12H', '13S']","['03C', '04D', '11D', '12C', '12S']",8.065000000000001,13.130749999999999,27.1143,84.60255000000001,85.6358
42286,"['05H', '06H', '08H']","['05C', '07S', '10S', '12C', '13S']","['03C', '04D', '11D', '12H', '12S']",8.065000000000001,13.130749999999999,27.1143,84.60255000000001,85.6358
42289,"['05H', '06H', '08H']","['05C', '07S', '10S', '12S', '13S']","['03C', '04D', '11D', '12C', '12H']",8.065000000000001,13.130749999999999,27.1143,84.60255000000001,85.6358
33217,"['05C', '06H', '08H']","['05H', '07S', '10S', '12S', '13S']","['03C', '04D', '11D', '12C', '12H']",8.065000000000001,13.130749999999999,27.1143,84.60255000000001,85.6358
33216,"['05C', '06H', '08H']","['05H', '07S', '10S', '12H', '13S']","['03C', '04D', '11D', '12C', '12S']",8.065000000000001,13.130749999999999,27.1143,84.60255000000001,85.6358
33214,"['05C', '06H', '08H']","['05H', '07S', '10S', '12C', '13S']","['03C', '04D', '11D', '12H', '12S']",8.065000000000001,13.130749999999999,27.1143,84.60255000000001,85.6358
9762,"['03C', '07S', '08H']","['05C', '10S', '11D', '12S', '13S']","['04D', '05H', '06H', '12C', '12H']",8.073,13.132049999999998,27.065399999999997,84.59895,85.6215
9761,"['03C', '07S', '08H']","['05C', '10S', '11D', '12H', '13S']","['04D', '05H', '06H', '12C', '12S']",8.073,13.132049999999998,27.065399999999997,84.59895,85.6215
9759,"['03C', '07S', '08H']","['05C', '10S', '11D', '12C', '13S']","['04D', '05H', '06H', '12H', '12S']",8.073,13.132049999999998,27.065399999999997,84.59895,85.6215
9796,"['03C', '07S', '08H']","['05H', '10S', '11D', '12H', '13S']","['04D', '05C', '06H', '12C', '12S']",8.073,13.132049999999998,27.065399999999997,84.59895,85.6215
9797,"['03C', '07S', '08H']","['05H', '10S', '11D', '12S', '13S']","['04D', '05C', '06H', '12C', '12H']",8.073,13.132049999999998,27.065399999999997,84.59895,85.6215
9794,"['03C', '07S', '08H']","['05H', '10S', '11D', '12C', '13S']","['04D', '05C', '06H', '12H', '12S']",8.073,13.132049999999998,27.065399999999997,84.59895,85.6215
44084,"['05H', '07S', '08H']","['06H', '10S', '11D', '12S', '13S']","['03C', '04D', '05C', '12C', '12H']",8.075000000000001,13.132059999999997,27.0543,84.59886,85.61842
44081,"['05H', '07S', '08H']","['06H', '10S', '11D', '12C', '13S']","['03C', '04D', '05C', '12H', '12S']",8.075000000000001,13.132059999999997,27.0543,84.59886,85.61842
44083,"['05H', '07S', '08H']","['06H', '10S', '11D', '12H', '13S']","['03C', '04D', '05C', '12C', '12S']",8.075000000000001,13.132059999999997,27.0543,84.59886,85.61842
35009,"['05C', '07S', '08H']","['06H', '10S', '11D', '12C', '13S']","['03C', '04D', '05H', '12H', '12S']",8.075000000000001,13.132059999999997,27.0543,84.59886,85.61842
35011,"['05C', '07S', '08H']","['06H', '10S', '11D', '12H', '13S']","['03C', '04D', '05H', '12C', '12S']",8.075000000000001,13.132059999999997,27.0543,84.59886,85.61842
35012,"['05C', '07S', '08H']","['06H', '10S', '11D', '12S', '13S']","['03C', '04D', '05H', '12C', '12H']",8.075000000000001,13.132059999999997,27.0543,84.59886,85.61842
42132,"['05H', '06H', '08H']","['03C', '04D', '11D', '12C', '13S']","['05C', '07S', '10S', '12H', '12S']",8.065000000000001,13.13143,27.1075,84.59643000000001,85.63036000000001
42134,"['05H', '06H', '08H']","['03C', '04D', '11D', '12H', '13S']","['05C', '07S', '10S', '12C', '12S']",8.065000000000001,13.13143,27.1075,84.59643000000001,85.63036000000001
42135,"['05H', '06H', '08H']","['03C', '04D', '11D', '12S', '13S']","['05C', '07S', '10S', '12C', '12H']",8.065000000000001,13.13143,27.1075,84.59643000000001,85.63036000000001
42167,"['05H', '06H', '08H']","['03C', '05C', '11D', '12C', '13S']","['04D', '07S', '10S', '12H', '12S']",8.065000000000001,13.13153,27.107400000000002,84.59643000000001,85.63046
42170,"['05H', '06H', '08H']","['03C', '05C', '11D', '12S', '13S']","['04D', '07S', '10S', '12C', '12H']",8.065000000000001,13.13153,27.107400000000002,84.59643000000001,85.63046
42169,"['05H', '06H', '08H']","['03C', '05C', '11D', '12H', '13S']","['04D', '07S', '10S', '12C', '12S']",8.065000000000001,13.13153,27.107400000000002,84.59643000000001,85.63046
33098,"['05C', '06H', '08H']","['03C', '05H', '11D', '12S', '13S']","['04D', '07S', '10S', '12C', '12H']",8.065000000000001,13.13153,27.107400000000002,84.59643000000001,85.63046
33095,"['05C', '06H', '08H']","['03C', '05H', '11D', '12C', '13S']","['04D', '07S', '10S', '12H', '12S']",8.065000000000001,13.13153,27.107400000000002,84.59643000000001,85.63046
33097,"['05C', '06H', '08H']","['03C', '05H', '11D', '12H', '13S']","['04D', '07S', '10S', '12C', '12S']",8.065000000000001,13.13153,27.107400000000002,84.59643000000001,85.63046
33060,"['05C', '06H', '08H']","['03C', '04D', '11D', '12C', '13S']","['05H', '07S', '10S', '12H', '12S']",8.065000000000001,13.13143,27.1075,84.59643000000001,85.63036000000001
33063,"['05C', '06H', '08H']","['03C', '04D', '11D', '12S', '13S']","['05H', '07S', '10S', '12C', '12H']",8.065000000000001,13.13143,27.1075,84.59643000000001,85.63036000000001
33062,"['05C', '06H', '08H']","['03C', '04D', '11D', '12H', '13S']","['05H', '07S', '10S', '12C', '12S']",8.065000000000001,13.13143,27.1075,84.59643000000001,85.63036000000001
42237,"['05H', '06H', '08H']","['04D', '05C', '11D', '12C', '13S']","['03C', '07S', '10S', '12H', '12S']",8.065000000000001,13.13154,27.107300000000002,84.59634000000001,85.63038
33167,"['05C', '06H', '08H']","['04D', '05H', '11D', '12H', '13S']","['03C', '07S', '10S', '12C', '12S']",8.065000000000001,13.13154,27.107300000000002,84.59634000000001,85.63038
33165,"['05C', '06H', '08H']","['04D', '05H', '11D', '12C', '13S']","['03C', '07S', '10S', '12H', '12S']",8.065000000000001,13.13154,27.107300000000002,84.59634000000001,85.63038
42239,"['05H', '06H', '08H']","['04D', '05C', '11D', '12H', '13S']","['03C', '07S', '10S', '12C', '12S']",8.065000000000001,13.13154,27.107300000000002,84.59634000000001,85.63038
42240,"['05H', '06H', '08H']","['04D', '05C', '11D', '12S', '13S']","['03C', '07S', '10S', '12C', '12H']",8.065000000000001,13.13154,27.107300000000002,84.59634000000001,85.63038
33168,"['05C', '06H', '08H']","['04D', '05H', '11D', '12S', '13S']","['03C', '07S', '10S', '12C', '12H']",8.065000000000001,13.13154,27.107300000000002,84.59634000000001,85.63038
42190,"['05H', '06H', '08H']","['03C', '07S', '11D', '12S', '13S']","['04D', '05C', '10S', '12C', '12H']",8.065000000000001,13.13173,27.1054,84.59463000000001,85.62886
42187,"['05H', '06H', '08H']","['03C', '07S', '11D', '12C', '13S']","['04D', '05C', '10S', '12H', '12S']",8.065000000000001,13.13173,27.1054,84.59463000000001,85.62886
33118,"['05C', '06H', '08H']","['03C', '07S', '11D', '12S', '13S']","['04D', '05H', '10S', '12C', '12H']",8.065000000000001,13.13173,27.1054,84.59463000000001,85.62886
33117,"['05C', '06H', '08H']","['03C', '07S', '11D', '12H', '13S']","['04D', '05H', '10S', '12C', '12S']",8.065000000000001,13.13173,27.1054,84.59463000000001,85.62886
33115,"['05C', '06H', '08H']","['03C', '07S', '11D', '12C', '13S']","['04D', '05H', '10S', '12H', '12S']",8.065000000000001,13.13173,27.1054,84.59463000000001,85.62886
42189,"['05H', '06H', '08H']","['03C', '07S', '11D', '12H', '13S']","['04D', '05C', '10S', '12C', '12S']",8.065000000000001,13.13173,27.1054,84.59463000000001,85.62886
42260,"['05H', '06H', '08H']","['04D', '07S', '11D', '12S', '13S']","['03C', '05C', '10S', '12C', '12H']",8.065000000000001,13.131739999999999,27.1053,84.59454000000001,85.62878
42259,"['05H', '06H', '08H']","['04D', '07S', '11D', '12H', '13S']","['03C', '05C', '10S', '12C', '12S']",8.065000000000001,13.131739999999999,27.1053,84.59454000000001,85.62878
33185,"['05C', '06H', '08H']","['04D', '07S', '11D', '12C', '13S']","['03C', '05H', '10S', '12H', '12S']",8.065000000000001,13.131739999999999,27.1053,84.59454000000001,85.62878
33187,"['05C', '06H', '08H']","['04D', '07S', '11D', '12H', '13S']","['03C', '05H', '10S', '12C', '12S']",8.065000000000001,13.131739999999999,27.1053,84.59454000000001,85.62878
42257,"['05H', '06H', '08H']","['04D', '07S', '11D', '12C', '13S']","['03C', '05C', '10S', '12H', '12S']",8.065000000000001,13.131739999999999,27.1053,84.59454000000001,85.62878
33188,"['05C', '06H', '08H']","['04D', '07S', '11D', '12S', '13S']","['03C', '05H', '10S', '12C', '12H']",8.065000000000001,13.131739999999999,27.1053,84.59454000000001,85.62878
7892,"['03C', '06H', '08H']","['04D', '05H', '10S', '12S', '13S']","['05C', '07S', '11D', '12C', '12H']",8.063,13.13054,27.1175,84.59454,85.63058000000001
7889,"['03C', '06H', '08H']","['04D', '05H', '10S', '12C', '13S']","['05C', '07S', '11D', '12H', '12S']",8.063,13.13054,27.1175,84.59454,85.63058000000001
7882,"['03C', '06H', '08H']","['04D', '05H', '07S', '12S', '13S']","['05C', '10S', '11D', '12C', '12H']",8.063,13.12754,27.1205,84.59454,85.62758
7881,"['03C', '06H', '08H']","['04D', '05H', '07S', '12H', '13S']","['05C', '10S', '11D', '12C', '12S']",8.063,13.12754,27.1205,84.59454,85.62758
7857,"['03C', '06H', '08H']","['04D', '05C', '10S', '12S', '13S']","['05H', '07S', '11D', '12C', '12H']",8.063,13.13054,27.1175,84.59454,85.63058000000001
7856,"['03C', '06H', '08H']","['04D', '05C', '10S', '12H', '13S']","['05H', '07S', '11D', '12C', '12S']",8.063,13.13054,27.1175,84.59454,85.63058000000001
