hand,value,handvalue,score
"('06C', '02D', '14S', '04C', '04D')",19.1462,,591550.0
"('03S', '05S', '14S', '04C', '04D')",19.1453,,591402.0
"('02D', '05S', '14S', '04C', '04D')",19.1452,,591255.0
"('03S', '02D', '14S', '04C', '04D')",19.1432,,591107.0
"('11D', '12D', '13S', '04C', '04D')",19.1431,,590959.0
"('10D', '12D', '13S', '04C', '04D')",19.143,,590811.0
"('12D', '13S', '04C', '09S', '04D')",19.1429,,590664.0
"('12D', '13S', '08H', '04C', '04D')",19.1428,,590516.0
"('12D', '13S', '04C', '04D', '07D')",19.142699999999998,,590368.0
"('06C', '12D', '13S', '04C', '04D')",19.142599999999998,,590220.0
"('12D', '05S', '13S', '04C', '04D')",19.1425,,590073.0
"('03S', '12D', '13S', '04C', '04D')",19.1423,,589925.0
"('12D', '02D', '13S', '04C', '04D')",19.1422,,589777.0
"('11D', '10D', '13S', '04C', '04D')",19.142,,589629.0
"('11D', '13S', '04C', '09S', '04D')",19.1419,,589482.0
"('11D', '13S', '08H', '04C', '04D')",19.1418,,589334.0
"('11D', '13S', '04C', '04D', '07D')",19.141699999999997,,589186.0
"('11D', '06C', '13S', '04C', '04D')",19.141599999999997,,589038.0
"('11D', '05S', '13S', '04C', '04D')",19.141499999999997,,588891.0
"('11D', '03S', '13S', '04C', '04D')",19.141299999999998,,588743.0
"('11D', '02D', '13S', '04C', '04D')",19.141199999999998,,588595.0
"('10D', '13S', '04C', '09S', '04D')",19.140900000000002,,588447.0
"('10D', '13S', '08H', '04C', '04D')",19.140800000000002,,588300.0
"('10D', '13S', '04C', '04D', '07D')",19.1407,,588152.0
"('10D', '06C', '13S', '04C', '04D')",19.1406,,588004.0
"('10D', '05S', '13S', '04C', '04D')",19.1405,,587856.0
"('10D', '03S', '13S', '04C', '04D')",19.1403,,587709.0
"('10D', '02D', '13S', '04C', '04D')",19.1402,,587561.0
"('13S', '08H', '04C', '09S', '04D')",19.1398,,587413.0
"('13S', '04C', '09S', '04D', '07D')",19.139699999999998,,587265.0
"('06C', '13S', '04C', '09S', '04D')",19.139599999999998,,587118.0
"('05S', '13S', '04C', '09S', '04D')",19.139499999999998,,586970.0
"('03S', '13S', '04C', '09S', '04D')",19.1393,,586822.0
"('02D', '13S', '04C', '09S', '04D')",19.1392,,586674.0
"('13S', '08H', '04C', '04D', '07D')",19.138699999999996,,586527.0
"('06C', '13S', '08H', '04C', '04D')",19.138599999999997,,586379.0
"('05S', '13S', '08H', '04C', '04D')",19.138499999999997,,586231.0
"('03S', '13S', '08H', '04C', '04D')",19.138299999999997,,586083.0
"('02D', '13S', '08H', '04C', '04D')",19.138199999999998,,585936.0
"('06C', '13S', '04C', '04D', '07D')",19.1376,,585788.0
"('05S', '13S', '04C', '04D', '07D')",19.1375,,585640.0
"('03S', '13S', '04C', '04D', '07D')",19.1373,,585492.0
"('02D', '13S', '04C', '04D', '07D')",19.1372,,585345.0
"('06C', '05S', '13S', '04C', '04D')",19.136499999999998,,585197.0
"('06C', '03S', '13S', '04C', '04D')",19.1363,,585049.0
"('06C', '02D', '13S', '04C', '04D')",19.1362,,584901.0
"('03S', '05S', '13S', '04C', '04D')",19.135299999999997,,584754.0
"('02D', '05S', '13S', '04C', '04D')",19.135199999999998,,584606.0
"('03S', '02D', '13S', '04C', '04D')",19.1332,,584458.0
"('11D', '10D', '12D', '04C', '04D')",19.132,,584310.0
"('11D', '12D', '04C', '09S', '04D')",19.1319,,584163.0
"('11D', '12D', '08H', '04C', '04D')",19.131800000000002,,584015.0
"('11D', '12D', '04C', '04D', '07D')",19.1317,,583867.0
"('11D', '06C', '12D', '04C', '04D')",19.1316,,583719.0
"('11D', '12D', '05S', '04C', '04D')",19.1315,,583572.0
"('11D', '03S', '12D', '04C', '04D')",19.1313,,583424.0
"('11D', '12D', '02D', '04C', '04D')",19.1312,,583276.0
"('10D', '12D', '04C', '09S', '04D')",19.130900000000004,,583128.0
"('10D', '12D', '08H', '04C', '04D')",19.130800000000004,,582980.0
"('10D', '12D', '04C', '04D', '07D')",19.1307,,582833.0
"('10D', '06C', '12D', '04C', '04D')",19.1306,,582685.0
"('10D', '12D', '05S', '04C', '04D')",19.1305,,582537.0
"('10D', '03S', '12D', '04C', '04D')",19.130300000000002,,582389.0
"('10D', '12D', '02D', '04C', '04D')",19.130200000000002,,582242.0
"('12D', '08H', '04C', '09S', '04D')",19.129800000000003,,582094.0
"('12D', '04C', '09S', '04D', '07D')",19.1297,,581946.0
"('06C', '12D', '04C', '09S', '04D')",19.1296,,581798.0
"('12D', '05S', '04C', '09S', '04D')",19.1295,,581651.0
"('03S', '12D', '04C', '09S', '04D')",19.1293,,581503.0
"('12D', '02D', '04C', '09S', '04D')",19.1292,,581355.0
"('12D', '08H', '04C', '04D', '07D')",19.1287,,581207.0
"('06C', '12D', '08H', '04C', '04D')",19.1286,,581060.0
"('12D', '05S', '08H', '04C', '04D')",19.1285,,580912.0
"('03S', '12D', '08H', '04C', '04D')",19.1283,,580764.0
"('12D', '02D', '08H', '04C', '04D')",19.1282,,580616.0
"('06C', '12D', '04C', '04D', '07D')",19.1276,,580469.0
"('12D', '05S', '04C', '04D', '07D')",19.1275,,580321.0
"('03S', '12D', '04C', '04D', '07D')",19.1273,,580173.0
"('12D', '02D', '04C', '04D', '07D')",19.127200000000002,,580025.0
"('06C', '12D', '05S', '04C', '04D')",19.1265,,579878.0
"('06C', '03S', '12D', '04C', '04D')",19.1263,,579730.0
"('06C', '12D', '02D', '04C', '04D')",19.1262,,579582.0
"('03S', '12D', '05S', '04C', '04D')",19.1253,,579434.0
"('12D', '02D', '05S', '04C', '04D')",19.1252,,579287.0
"('03S', '12D', '02D', '04C', '04D')",19.1232,,579139.0
"('11D', '10D', '04C', '09S', '04D')",19.120900000000002,,578991.0
"('11D', '10D', '08H', '04C', '04D')",19.120800000000003,,578843.0
"('11D', '10D', '04C', '04D', '07D')",19.1207,,578696.0
"('11D', '10D', '06C', '04C', '04D')",19.1206,,578548.0
"('11D', '10D', '05S', '04C', '04D')",19.1205,,578400.0
"('11D', '10D', '03S', '04C', '04D')",19.1203,,578252.0
"('11D', '10D', '02D', '04C', '04D')",19.1202,,578105.0
"('11D', '08H', '04C', '09S', '04D')",19.1198,,577957.0
"('11D', '04C', '09S', '04D', '07D')",19.119699999999998,,577809.0
"('11D', '06C', '04C', '09S', '04D')",19.1196,,577661.0
"('11D', '05S', '04C', '09S', '04D')",19.1195,,577514.0
"('11D', '03S', '04C', '09S', '04D')",19.1193,,577366.0
"('11D', '02D', '04C', '09S', '04D')",19.1192,,577218.0
"('11D', '08H', '04C', '04D', '07D')",19.118699999999997,,577070.0
"('11D', '06C', '08H', '04C', '04D')",19.118599999999997,,576923.0
"('11D', '05S', '08H', '04C', '04D')",19.118499999999997,,576775.0
"('11D', '03S', '08H', '04C', '04D')",19.118299999999998,,576627.0
"('11D', '02D', '08H', '04C', '04D')",19.118199999999998,,576479.0
"('11D', '06C', '04C', '04D', '07D')",19.1176,,576332.0
"('11D', '05S', '04C', '04D', '07D')",19.1175,,576184.0
"('11D', '03S', '04C', '04D', '07D')",19.1173,,576036.0
"('11D', '02D', '04C', '04D', '07D')",19.1172,,575888.0
"('11D', '06C', '05S', '04C', '04D')",19.1165,,575741.0
"('11D', '06C', '03S', '04C', '04D')",19.1163,,575593.0
"('11D', '06C', '02D', '04C', '04D')",19.1162,,575445.0
"('11D', '03S', '05S', '04C', '04D')",19.115299999999998,,575297.0
"('11D', '02D', '05S', '04C', '04D')",19.115199999999998,,575150.0
"('11D', '03S', '02D', '04C', '04D')",19.1132,,575002.0
"('10D', '08H', '04C', '09S', '04D')",19.109800000000003,,574854.0
"('10D', '04C', '09S', '04D', '07D')",19.1097,,574706.0
"('10D', '06C', '04C', '09S', '04D')",19.1096,,574559.0
"('10D', '05S', '04C', '09S', '04D')",19.1095,,574411.0
"('10D', '03S', '04C', '09S', '04D')",19.1093,,574263.0
"('10D', '02D', '04C', '09S', '04D')",19.1092,,574115.0
"('10D', '08H', '04C', '04D', '07D')",19.1087,,573968.0
"('10D', '06C', '08H', '04C', '04D')",19.1086,,573820.0
"('10D', '05S', '08H', '04C', '04D')",19.1085,,573672.0
"('10D', '03S', '08H', '04C', '04D')",19.1083,,573524.0
"('10D', '02D', '08H', '04C', '04D')",19.1082,,573377.0
"('10D', '06C', '04C', '04D', '07D')",19.1076,,573229.0
"('10D', '05S', '04C', '04D', '07D')",19.1075,,573081.0
"('10D', '03S', '04C', '04D', '07D')",19.107300000000002,,572933.0
"('10D', '02D', '04C', '04D', '07D')",19.107200000000002,,572786.0
"('10D', '06C', '05S', '04C', '04D')",19.1065,,572638.0
"('10D', '06C', '03S', '04C', '04D')",19.1063,,572490.0
"('10D', '06C', '02D', '04C', '04D')",19.1062,,572342.0
"('10D', '03S', '05S', '04C', '04D')",19.1053,,572195.0
"('10D', '02D', '05S', '04C', '04D')",19.1052,,572047.0
"('10D', '03S', '02D', '04C', '04D')",19.1032,,571899.0
"('08H', '04C', '09S', '04D', '07D')",19.098699999999997,,571751.0
"('06C', '08H', '04C', '09S', '04D')",19.098599999999998,,571604.0
"('05S', '08H', '04C', '09S', '04D')",19.098499999999998,,571456.0
"('03S', '08H', '04C', '09S', '04D')",19.0983,,571308.0
"('02D', '08H', '04C', '09S', '04D')",19.0982,,571160.0
"('06C', '04C', '09S', '04D', '07D')",19.0976,,571013.0
"('05S', '04C', '09S', '04D', '07D')",19.0975,,570865.0
"('03S', '04C', '09S', '04D', '07D')",19.0973,,570717.0
"('02D', '04C', '09S', '04D', '07D')",19.0972,,570569.0
"('06C', '05S', '04C', '09S', '04D')",19.0965,,570422.0
"('06C', '03S', '04C', '09S', '04D')",19.0963,,570274.0
"('06C', '02D', '04C', '09S', '04D')",19.0962,,570126.0
"('03S', '05S', '04C', '09S', '04D')",19.095299999999998,,569978.0
"('02D', '05S', '04C', '09S', '04D')",19.0952,,569831.0
"('03S', '02D', '04C', '09S', '04D')",19.0932,,569683.0
"('06C', '08H', '04C', '04D', '07D')",19.0876,,569535.0
"('05S', '08H', '04C', '04D', '07D')",19.0875,,569387.0
"('03S', '08H', '04C', '04D', '07D')",19.0873,,569240.0
"('02D', '08H', '04C', '04D', '07D')",19.0872,,569092.0
"('06C', '05S', '08H', '04C', '04D')",19.086499999999997,,568944.0
"('06C', '03S', '08H', '04C', '04D')",19.086299999999998,,568796.0
"('06C', '02D', '08H', '04C', '04D')",19.086199999999998,,568649.0
"('03S', '05S', '08H', '04C', '04D')",19.085299999999997,,568501.0
"('02D', '05S', '08H', '04C', '04D')",19.085199999999997,,568353.0
"('03S', '02D', '08H', '04C', '04D')",19.083199999999998,,568205.0
"('06C', '05S', '04C', '04D', '07D')",19.0765,,568058.0
"('06C', '03S', '04C', '04D', '07D')",19.0763,,567910.0
"('06C', '02D', '04C', '04D', '07D')",19.0762,,567762.0
"('03S', '05S', '04C', '04D', '07D')",19.0753,,567614.0
"('02D', '05S', '04C', '04D', '07D')",19.0752,,567467.0
"('03S', '02D', '04C', '04D', '07D')",19.0732,,567319.0
"('06C', '03S', '05S', '04C', '04D')",19.065299999999997,,567171.0
"('06C', '02D', '05S', '04C', '04D')",19.065199999999997,,567023.0
"('06C', '03S', '02D', '04C', '04D')",19.0632,,566876.0
"('03S', '02D', '05S', '04C', '04D')",19.0532,,566728.0
"('03S', '12D', '03D', '14S', '13S')",18.154200000000003,,566580.0
"('11D', '03S', '03D', '14S', '13S')",18.154100000000003,,566432.0
"('10D', '03S', '03D', '14S', '13S')",18.154000000000003,,566285.0
"('03S', '03D', '14S', '13S', '09S')",18.153900000000004,,566137.0
"('03S', '03D', '14S', '13S', '08H')",18.153800000000004,,565989.0
"('03S', '03D', '14S', '13S', '07D')",18.1537,,565841.0
"('06C', '03S', '03D', '14S', '13S')",18.1536,,565694.0
"('03S', '03D', '05S', '14S', '13S')",18.1535,,565546.0
"('03S', '03D', '14S', '13S', '04C')",18.1534,,565398.0
"('03S', '02D', '03D', '14S', '13S')",18.153200000000002,,565250.0
"('11D', '03S', '12D', '03D', '14S')",18.153100000000002,,565103.0
"('10D', '03S', '12D', '03D', '14S')",18.153000000000002,,564955.0
"('03S', '12D', '03D', '14S', '09S')",18.152900000000002,,564807.0
"('03S', '12D', '03D', '14S', '08H')",18.152800000000003,,564659.0
"('03S', '12D', '03D', '14S', '07D')",18.1527,,564512.0
"('06C', '03S', '12D', '03D', '14S')",18.1526,,564364.0
"('03S', '12D', '03D', '05S', '14S')",18.1525,,564216.0
"('03S', '12D', '03D', '14S', '04C')",18.1524,,564068.0
"('03S', '12D', '02D', '03D', '14S')",18.1522,,563921.0
"('11D', '10D', '03S', '03D', '14S')",18.152,,563773.0
"('11D', '03S', '03D', '14S', '09S')",18.1519,,563625.0
"('11D', '03S', '03D', '14S', '08H')",18.1518,,563477.0
"('11D', '03S', '03D', '14S', '07D')",18.151699999999998,,563330.0
"('11D', '06C', '03S', '03D', '14S')",18.1516,,563182.0
"('11D', '03S', '03D', '05S', '14S')",18.1515,,563034.0
"('11D', '03S', '03D', '14S', '04C')",18.1514,,562886.0
"('11D', '03S', '02D', '03D', '14S')",18.1512,,562739.0
"('10D', '03S', '03D', '14S', '09S')",18.150900000000004,,562591.0
"('10D', '03S', '03D', '14S', '08H')",18.150800000000004,,562443.0
"('10D', '03S', '03D', '14S', '07D')",18.1507,,562295.0
"('10D', '06C', '03S', '03D', '14S')",18.1506,,562148.0
"('10D', '03S', '03D', '05S', '14S')",18.1505,,562000.0
"('10D', '03S', '03D', '14S', '04C')",18.1504,,561852.0
"('10D', '03S', '02D', '03D', '14S')",18.1502,,561704.0
"('03S', '03D', '14S', '08H', '09S')",18.149800000000003,,561557.0
"('03S', '03D', '14S', '09S', '07D')",18.1497,,561409.0
"('06C', '03S', '03D', '14S', '09S')",18.1496,,561261.0
"('03S', '03D', '05S', '14S', '09S')",18.1495,,561113.0
"('03S', '03D', '14S', '04C', '09S')",18.1494,,560966.0
"('03S', '02D', '03D', '14S', '09S')",18.1492,,560818.0
"('03S', '03D', '14S', '08H', '07D')",18.148699999999998,,560670.0
"('06C', '03S', '03D', '14S', '08H')",18.1486,,560522.0
"('03S', '03D', '05S', '14S', '08H')",18.1485,,560375.0
"('03S', '03D', '14S', '08H', '04C')",18.1484,,560227.0
"('03S', '02D', '03D', '14S', '08H')",18.1482,,560079.0
"('06C', '03S', '03D', '14S', '07D')",18.1476,,559931.0
"('03S', '03D', '05S', '14S', '07D')",18.1475,,559784.0
"('03S', '03D', '14S', '04C', '07D')",18.1474,,559636.0
"('03S', '02D', '03D', '14S', '07D')",18.1472,,559488.0
"('06C', '03S', '03D', '05S', '14S')",18.1465,,559340.0
"('06C', '03S', '03D', '14S', '04C')",18.1464,,559193.0
"('06C', '03S', '02D', '03D', '14S')",18.1462,,559045.0
"('03S', '03D', '05S', '14S', '04C')",18.1454,,558897.0
"('03S', '02D', '03D', '05S', '14S')",18.1452,,558749.0
"('03S', '02D', '03D', '14S', '04C')",18.1442,,558602.0
"('11D', '03S', '12D', '03D', '13S')",18.1431,,558454.0
"('10D', '03S', '12D', '03D', '13S')",18.143,,558306.0
"('03S', '12D', '03D', '13S', '09S')",18.1429,,558158.0
"('03S', '12D', '03D', '13S', '08H')",18.1428,,558011.0
"('03S', '12D', '03D', '13S', '07D')",18.142699999999998,,557863.0
"('06C', '03S', '12D', '03D', '13S')",18.142599999999998,,557715.0
"('03S', '12D', '03D', '05S', '13S')",18.1425,,557567.0
"('03S', '12D', '03D', '13S', '04C')",18.1424,,557420.0
"('03S', '12D', '02D', '03D', '13S')",18.1422,,557272.0
"('11D', '10D', '03S', '03D', '13S')",18.142,,557124.0
"('11D', '03S', '03D', '13S', '09S')",18.1419,,556976.0
"('11D', '03S', '03D', '13S', '08H')",18.1418,,556829.0
"('11D', '03S', '03D', '13S', '07D')",18.141699999999997,,556681.0
"('11D', '06C', '03S', '03D', '13S')",18.141599999999997,,556533.0
"('11D', '03S', '03D', '05S', '13S')",18.141499999999997,,556385.0
"('11D', '03S', '03D', '13S', '04C')",18.141399999999997,,556237.0
"('11D', '03S', '02D', '03D', '13S')",18.141199999999998,,556090.0
"('10D', '03S', '03D', '13S', '09S')",18.140900000000002,,555942.0
"('10D', '03S', '03D', '13S', '08H')",18.140800000000002,,555794.0
"('10D', '03S', '03D', '13S', '07D')",18.1407,,555646.0
"('10D', '06C', '03S', '03D', '13S')",18.1406,,555499.0
"('10D', '03S', '03D', '05S', '13S')",18.1405,,555351.0
"('10D', '03S', '03D', '13S', '04C')",18.1404,,555203.0
"('10D', '03S', '02D', '03D', '13S')",18.1402,,555055.0
"('03S', '03D', '13S', '08H', '09S')",18.1398,,554908.0
"('03S', '03D', '13S', '09S', '07D')",18.139699999999998,,554760.0
"('06C', '03S', '03D', '13S', '09S')",18.139599999999998,,554612.0
"('03S', '03D', '05S', '13S', '09S')",18.139499999999998,,554464.0
"('03S', '03D', '13S', '04C', '09S')",18.1394,,554317.0
"('03S', '02D', '03D', '13S', '09S')",18.1392,,554169.0
"('03S', '03D', '13S', '08H', '07D')",18.138699999999996,,554021.0
"('06C', '03S', '03D', '13S', '08H')",18.138599999999997,,553873.0
"('03S', '03D', '05S', '13S', '08H')",18.138499999999997,,553726.0
"('03S', '03D', '13S', '08H', '04C')",18.138399999999997,,553578.0
"('03S', '02D', '03D', '13S', '08H')",18.138199999999998,,553430.0
"('06C', '03S', '03D', '13S', '07D')",18.1376,,553282.0
"('03S', '03D', '05S', '13S', '07D')",18.1375,,553135.0
"('03S', '03D', '13S', '04C', '07D')",18.1374,,552987.0
"('03S', '02D', '03D', '13S', '07D')",18.1372,,552839.0
"('06C', '03S', '03D', '05S', '13S')",18.136499999999998,,552691.0
"('06C', '03S', '03D', '13S', '04C')",18.1364,,552544.0
"('06C', '03S', '02D', '03D', '13S')",18.1362,,552396.0
"('03S', '03D', '05S', '13S', '04C')",18.135399999999997,,552248.0
"('03S', '02D', '03D', '05S', '13S')",18.135199999999998,,552100.0
"('03S', '02D', '03D', '13S', '04C')",18.1342,,551953.0
"('11D', '10D', '03S', '12D', '03D')",18.132,,551805.0
"('11D', '03S', '12D', '03D', '09S')",18.1319,,551657.0
"('11D', '03S', '12D', '03D', '08H')",18.131800000000002,,551509.0
"('11D', '03S', '12D', '03D', '07D')",18.1317,,551362.0
"('11D', '06C', '03S', '12D', '03D')",18.1316,,551214.0
"('11D', '03S', '12D', '03D', '05S')",18.1315,,551066.0
"('11D', '03S', '12D', '03D', '04C')",18.1314,,550918.0
"('11D', '03S', '12D', '02D', '03D')",18.1312,,550771.0
"('10D', '03S', '12D', '03D', '09S')",18.130900000000004,,550623.0
"('10D', '03S', '12D', '03D', '08H')",18.130800000000004,,550475.0
"('10D', '03S', '12D', '03D', '07D')",18.1307,,550327.0
"('10D', '06C', '03S', '12D', '03D')",18.1306,,550180.0
"('10D', '03S', '12D', '03D', '05S')",18.1305,,550032.0
"('10D', '03S', '12D', '03D', '04C')",18.1304,,549884.0
"('10D', '03S', '12D', '02D', '03D')",18.130200000000002,,549736.0
"('03S', '12D', '03D', '08H', '09S')",18.129800000000003,,549589.0
"('03S', '12D', '03D', '09S', '07D')",18.1297,,549441.0
"('06C', '03S', '12D', '03D', '09S')",18.1296,,549293.0
"('03S', '12D', '03D', '05S', '09S')",18.1295,,549145.0
"('03S', '12D', '03D', '04C', '09S')",18.1294,,548998.0
"('03S', '12D', '02D', '03D', '09S')",18.1292,,548850.0
"('03S', '12D', '03D', '08H', '07D')",18.1287,,548702.0
"('06C', '03S', '12D', '03D', '08H')",18.1286,,548554.0
"('03S', '12D', '03D', '05S', '08H')",18.1285,,548407.0
"('03S', '12D', '03D', '08H', '04C')",18.1284,,548259.0
"('03S', '12D', '02D', '03D', '08H')",18.1282,,548111.0
"('06C', '03S', '12D', '03D', '07D')",18.1276,,547963.0
"('03S', '12D', '03D', '05S', '07D')",18.1275,,547816.0
"('03S', '12D', '03D', '04C', '07D')",18.1274,,547668.0
"('03S', '12D', '02D', '03D', '07D')",18.127200000000002,,547520.0
"('06C', '03S', '12D', '03D', '05S')",18.1265,,547372.0
"('06C', '03S', '12D', '03D', '04C')",18.1264,,547225.0
"('06C', '03S', '12D', '02D', '03D')",18.1262,,547077.0
"('03S', '12D', '03D', '05S', '04C')",18.1254,,546929.0
"('03S', '12D', '02D', '03D', '05S')",18.1252,,546781.0
"('03S', '12D', '02D', '03D', '04C')",18.124200000000002,,546634.0
"('11D', '10D', '03S', '03D', '09S')",18.120900000000002,,546486.0
"('11D', '10D', '03S', '03D', '08H')",18.120800000000003,,546338.0
"('11D', '10D', '03S', '03D', '07D')",18.1207,,546190.0
"('11D', '10D', '06C', '03S', '03D')",18.1206,,546043.0
"('11D', '10D', '03S', '03D', '05S')",18.1205,,545895.0
"('11D', '10D', '03S', '03D', '04C')",18.1204,,545747.0
"('11D', '10D', '03S', '02D', '03D')",18.1202,,545599.0
"('11D', '03S', '03D', '08H', '09S')",18.1198,,545452.0
"('11D', '03S', '03D', '09S', '07D')",18.119699999999998,,545304.0
"('11D', '06C', '03S', '03D', '09S')",18.1196,,545156.0
"('11D', '03S', '03D', '05S', '09S')",18.1195,,545008.0
"('11D', '03S', '03D', '04C', '09S')",18.1194,,544861.0
"('11D', '03S', '02D', '03D', '09S')",18.1192,,544713.0
"('11D', '03S', '03D', '08H', '07D')",18.118699999999997,,544565.0
"('11D', '06C', '03S', '03D', '08H')",18.118599999999997,,544417.0
"('11D', '03S', '03D', '05S', '08H')",18.118499999999997,,544270.0
"('11D', '03S', '03D', '08H', '04C')",18.118399999999998,,544122.0
"('11D', '03S', '02D', '03D', '08H')",18.118199999999998,,543974.0
"('11D', '06C', '03S', '03D', '07D')",18.1176,,543826.0
"('11D', '03S', '03D', '05S', '07D')",18.1175,,543679.0
"('11D', '03S', '03D', '04C', '07D')",18.1174,,543531.0
"('11D', '03S', '02D', '03D', '07D')",18.1172,,543383.0
"('11D', '06C', '03S', '03D', '05S')",18.1165,,543235.0
"('11D', '06C', '03S', '03D', '04C')",18.1164,,543088.0
"('11D', '06C', '03S', '02D', '03D')",18.1162,,542940.0
"('11D', '03S', '03D', '05S', '04C')",18.115399999999998,,542792.0
"('11D', '03S', '02D', '03D', '05S')",18.115199999999998,,542644.0
"('11D', '03S', '02D', '03D', '04C')",18.1142,,542497.0
"('10D', '03S', '03D', '08H', '09S')",18.109800000000003,,542349.0
"('10D', '03S', '03D', '09S', '07D')",18.1097,,542201.0
"('10D', '06C', '03S', '03D', '09S')",18.1096,,542053.0
"('10D', '03S', '03D', '05S', '09S')",18.1095,,541906.0
"('10D', '03S', '03D', '04C', '09S')",18.1094,,541758.0
"('10D', '03S', '02D', '03D', '09S')",18.1092,,541610.0
"('10D', '03S', '03D', '08H', '07D')",18.1087,,541462.0
"('10D', '06C', '03S', '03D', '08H')",18.1086,,541315.0
"('10D', '03S', '03D', '05S', '08H')",18.1085,,541167.0
"('10D', '03S', '03D', '08H', '04C')",18.1084,,541019.0
"('10D', '03S', '02D', '03D', '08H')",18.1082,,540871.0
"('10D', '06C', '03S', '03D', '07D')",18.1076,,540724.0
"('10D', '03S', '03D', '05S', '07D')",18.1075,,540576.0
"('10D', '03S', '03D', '04C', '07D')",18.107400000000002,,540428.0
