score,hand,handtype,score2
26.1295,"[5, 9, 11, 11, 12]",1,809830.0
26.1294,"[4, 9, 11, 11, 12]",1,809682.0
26.1293,"[3, 9, 11, 11, 12]",1,809534.0
26.1292,"[2, 9, 11, 11, 12]",1,809386.0
26.1287,"[7, 8, 11, 11, 12]",1,809239.0
26.1286,"[6, 8, 11, 11, 12]",1,809091.0
26.1285,"[5, 8, 11, 11, 12]",1,808943.0
26.1284,"[4, 8, 11, 11, 12]",1,808795.0
26.1283,"[3, 8, 11, 11, 12]",1,808648.0
26.1282,"[2, 8, 11, 11, 12]",1,808500.0
26.1276,"[6, 7, 11, 11, 12]",1,808352.0
26.1275,"[5, 7, 11, 11, 12]",1,808204.0
26.1274,"[4, 7, 11, 11, 12]",1,808057.0
26.1273,"[3, 7, 11, 11, 12]",1,807909.0
26.127200000000002,"[2, 7, 11, 11, 12]",1,807761.0
26.1265,"[5, 6, 11, 11, 12]",1,807613.0
26.1264,"[4, 6, 11, 11, 12]",1,807466.0
26.1263,"[3, 6, 11, 11, 12]",1,807318.0
26.1262,"[2, 6, 11, 11, 12]",1,807170.0
26.1254,"[4, 5, 11, 11, 12]",1,807022.0
26.1253,"[3, 5, 11, 11, 12]",1,806875.0
26.1252,"[2, 5, 11, 11, 12]",1,806727.0
26.1243,"[3, 4, 11, 11, 12]",1,806579.0
26.124200000000002,"[2, 4, 11, 11, 12]",1,806431.0
26.1232,"[2, 3, 11, 11, 12]",1,806284.0
26.109800000000003,"[8, 9, 10, 11, 11]",1,806136.0
26.1097,"[7, 9, 10, 11, 11]",1,805988.0
26.1096,"[6, 9, 10, 11, 11]",1,805840.0
26.1095,"[5, 9, 10, 11, 11]",1,805693.0
26.1094,"[4, 9, 10, 11, 11]",1,805545.0
26.1093,"[3, 9, 10, 11, 11]",1,805397.0
26.1092,"[2, 9, 10, 11, 11]",1,805249.0
26.1087,"[7, 8, 10, 11, 11]",1,805102.0
26.1086,"[6, 8, 10, 11, 11]",1,804954.0
26.1085,"[5, 8, 10, 11, 11]",1,804806.0
26.1084,"[4, 8, 10, 11, 11]",1,804658.0
26.1083,"[3, 8, 10, 11, 11]",1,804511.0
26.1082,"[2, 8, 10, 11, 11]",1,804363.0
26.1076,"[6, 7, 10, 11, 11]",1,804215.0
26.1075,"[5, 7, 10, 11, 11]",1,804067.0
26.107400000000002,"[4, 7, 10, 11, 11]",1,803920.0
26.107300000000002,"[3, 7, 10, 11, 11]",1,803772.0
26.107200000000002,"[2, 7, 10, 11, 11]",1,803624.0
26.1065,"[5, 6, 10, 11, 11]",1,803476.0
26.1064,"[4, 6, 10, 11, 11]",1,803329.0
26.1063,"[3, 6, 10, 11, 11]",1,803181.0
26.1062,"[2, 6, 10, 11, 11]",1,803033.0
26.1054,"[4, 5, 10, 11, 11]",1,802885.0
26.1053,"[3, 5, 10, 11, 11]",1,802738.0
26.1052,"[2, 5, 10, 11, 11]",1,802590.0
26.104300000000002,"[3, 4, 10, 11, 11]",1,802442.0
26.104200000000002,"[2, 4, 10, 11, 11]",1,802294.0
26.1032,"[2, 3, 10, 11, 11]",1,802147.0
26.098699999999997,"[7, 8, 9, 11, 11]",1,801999.0
26.098599999999998,"[6, 8, 9, 11, 11]",1,801851.0
26.098499999999998,"[5, 8, 9, 11, 11]",1,801703.0
26.098399999999998,"[4, 8, 9, 11, 11]",1,801556.0
26.0983,"[3, 8, 9, 11, 11]",1,801408.0
26.0982,"[2, 8, 9, 11, 11]",1,801260.0
26.0976,"[6, 7, 9, 11, 11]",1,801112.0
26.0975,"[5, 7, 9, 11, 11]",1,800965.0
26.0974,"[4, 7, 9, 11, 11]",1,800817.0
26.0973,"[3, 7, 9, 11, 11]",1,800669.0
26.0972,"[2, 7, 9, 11, 11]",1,800521.0
26.0965,"[5, 6, 9, 11, 11]",1,800374.0
26.0964,"[4, 6, 9, 11, 11]",1,800226.0
26.0963,"[3, 6, 9, 11, 11]",1,800078.0
26.0962,"[2, 6, 9, 11, 11]",1,799930.0
26.095399999999998,"[4, 5, 9, 11, 11]",1,799783.0
26.095299999999998,"[3, 5, 9, 11, 11]",1,799635.0
26.0952,"[2, 5, 9, 11, 11]",1,799487.0
26.0943,"[3, 4, 9, 11, 11]",1,799339.0
26.0942,"[2, 4, 9, 11, 11]",1,799192.0
26.0932,"[2, 3, 9, 11, 11]",1,799044.0
26.0876,"[6, 7, 8, 11, 11]",1,798896.0
26.0875,"[5, 7, 8, 11, 11]",1,798748.0
26.0874,"[4, 7, 8, 11, 11]",1,798601.0
26.0873,"[3, 7, 8, 11, 11]",1,798453.0
26.0872,"[2, 7, 8, 11, 11]",1,798305.0
26.086499999999997,"[5, 6, 8, 11, 11]",1,798157.0
26.086399999999998,"[4, 6, 8, 11, 11]",1,798010.0
26.086299999999998,"[3, 6, 8, 11, 11]",1,797862.0
26.086199999999998,"[2, 6, 8, 11, 11]",1,797714.0
26.085399999999996,"[4, 5, 8, 11, 11]",1,797566.0
26.085299999999997,"[3, 5, 8, 11, 11]",1,797419.0
26.085199999999997,"[2, 5, 8, 11, 11]",1,797271.0
26.0843,"[3, 4, 8, 11, 11]",1,797123.0
26.0842,"[2, 4, 8, 11, 11]",1,796975.0
26.083199999999998,"[2, 3, 8, 11, 11]",1,796828.0
26.0765,"[5, 6, 7, 11, 11]",1,796680.0
26.0764,"[4, 6, 7, 11, 11]",1,796532.0
26.0763,"[3, 6, 7, 11, 11]",1,796384.0
26.0762,"[2, 6, 7, 11, 11]",1,796237.0
26.0754,"[4, 5, 7, 11, 11]",1,796089.0
26.0753,"[3, 5, 7, 11, 11]",1,795941.0
26.0752,"[2, 5, 7, 11, 11]",1,795793.0
26.0743,"[3, 4, 7, 11, 11]",1,795646.0
26.0742,"[2, 4, 7, 11, 11]",1,795498.0
26.0732,"[2, 3, 7, 11, 11]",1,795350.0
26.065399999999997,"[4, 5, 6, 11, 11]",1,795202.0
26.065299999999997,"[3, 5, 6, 11, 11]",1,795055.0
26.065199999999997,"[2, 5, 6, 11, 11]",1,794907.0
26.0643,"[3, 4, 6, 11, 11]",1,794759.0
26.0642,"[2, 4, 6, 11, 11]",1,794611.0
26.0632,"[2, 3, 6, 11, 11]",1,794464.0
26.0543,"[3, 4, 5, 11, 11]",1,794316.0
26.0542,"[2, 4, 5, 11, 11]",1,794168.0
26.0532,"[2, 3, 5, 11, 11]",1,794020.0
26.0432,"[2, 3, 4, 11, 11]",1,793873.0
25.154200000000003,"[10, 10, 12, 13, 14]",1,793725.0
25.154100000000003,"[10, 10, 11, 13, 14]",1,793577.0
25.153900000000004,"[9, 10, 10, 13, 14]",1,793429.0
25.153800000000004,"[8, 10, 10, 13, 14]",1,793282.0
25.1537,"[7, 10, 10, 13, 14]",1,793134.0
25.1536,"[6, 10, 10, 13, 14]",1,792986.0
25.1535,"[5, 10, 10, 13, 14]",1,792838.0
25.1534,"[4, 10, 10, 13, 14]",1,792691.0
25.1533,"[3, 10, 10, 13, 14]",1,792543.0
25.153200000000002,"[2, 10, 10, 13, 14]",1,792395.0
25.153100000000002,"[10, 10, 11, 12, 14]",1,792247.0
25.152900000000002,"[9, 10, 10, 12, 14]",1,792100.0
25.152800000000003,"[8, 10, 10, 12, 14]",1,791952.0
25.1527,"[7, 10, 10, 12, 14]",1,791804.0
25.1526,"[6, 10, 10, 12, 14]",1,791656.0
25.1525,"[5, 10, 10, 12, 14]",1,791509.0
25.1524,"[4, 10, 10, 12, 14]",1,791361.0
25.1523,"[3, 10, 10, 12, 14]",1,791213.0
25.1522,"[2, 10, 10, 12, 14]",1,791065.0
25.1519,"[9, 10, 10, 11, 14]",1,790918.0
25.1518,"[8, 10, 10, 11, 14]",1,790770.0
25.151699999999998,"[7, 10, 10, 11, 14]",1,790622.0
25.1516,"[6, 10, 10, 11, 14]",1,790474.0
25.1515,"[5, 10, 10, 11, 14]",1,790327.0
25.1514,"[4, 10, 10, 11, 14]",1,790179.0
25.1513,"[3, 10, 10, 11, 14]",1,790031.0
25.1512,"[2, 10, 10, 11, 14]",1,789883.0
25.149800000000003,"[8, 9, 10, 10, 14]",1,789736.0
25.1497,"[7, 9, 10, 10, 14]",1,789588.0
25.1496,"[6, 9, 10, 10, 14]",1,789440.0
25.1495,"[5, 9, 10, 10, 14]",1,789292.0
25.1494,"[4, 9, 10, 10, 14]",1,789145.0
25.1493,"[3, 9, 10, 10, 14]",1,788997.0
25.1492,"[2, 9, 10, 10, 14]",1,788849.0
25.148699999999998,"[7, 8, 10, 10, 14]",1,788701.0
25.1486,"[6, 8, 10, 10, 14]",1,788553.0
25.1485,"[5, 8, 10, 10, 14]",1,788406.0
25.1484,"[4, 8, 10, 10, 14]",1,788258.0
25.1483,"[3, 8, 10, 10, 14]",1,788110.0
25.1482,"[2, 8, 10, 10, 14]",1,787962.0
25.1476,"[6, 7, 10, 10, 14]",1,787815.0
25.1475,"[5, 7, 10, 10, 14]",1,787667.0
25.1474,"[4, 7, 10, 10, 14]",1,787519.0
25.1473,"[3, 7, 10, 10, 14]",1,787371.0
25.1472,"[2, 7, 10, 10, 14]",1,787224.0
25.1465,"[5, 6, 10, 10, 14]",1,787076.0
25.1464,"[4, 6, 10, 10, 14]",1,786928.0
25.1463,"[3, 6, 10, 10, 14]",1,786780.0
25.1462,"[2, 6, 10, 10, 14]",1,786633.0
25.1454,"[4, 5, 10, 10, 14]",1,786485.0
25.1453,"[3, 5, 10, 10, 14]",1,786337.0
25.1452,"[2, 5, 10, 10, 14]",1,786189.0
25.1443,"[3, 4, 10, 10, 14]",1,786042.0
25.1442,"[2, 4, 10, 10, 14]",1,785894.0
25.1432,"[2, 3, 10, 10, 14]",1,785746.0
25.1431,"[10, 10, 11, 12, 13]",1,785598.0
25.1429,"[9, 10, 10, 12, 13]",1,785451.0
25.1428,"[8, 10, 10, 12, 13]",1,785303.0
25.142699999999998,"[7, 10, 10, 12, 13]",1,785155.0
25.142599999999998,"[6, 10, 10, 12, 13]",1,785007.0
25.1425,"[5, 10, 10, 12, 13]",1,784860.0
25.1424,"[4, 10, 10, 12, 13]",1,784712.0
25.1423,"[3, 10, 10, 12, 13]",1,784564.0
25.1422,"[2, 10, 10, 12, 13]",1,784416.0
25.1419,"[9, 10, 10, 11, 13]",1,784269.0
25.1418,"[8, 10, 10, 11, 13]",1,784121.0
25.141699999999997,"[7, 10, 10, 11, 13]",1,783973.0
25.141599999999997,"[6, 10, 10, 11, 13]",1,783825.0
25.141499999999997,"[5, 10, 10, 11, 13]",1,783678.0
25.141399999999997,"[4, 10, 10, 11, 13]",1,783530.0
25.141299999999998,"[3, 10, 10, 11, 13]",1,783382.0
25.141199999999998,"[2, 10, 10, 11, 13]",1,783234.0
25.1398,"[8, 9, 10, 10, 13]",1,783087.0
25.139699999999998,"[7, 9, 10, 10, 13]",1,782939.0
25.139599999999998,"[6, 9, 10, 10, 13]",1,782791.0
25.139499999999998,"[5, 9, 10, 10, 13]",1,782643.0
25.1394,"[4, 9, 10, 10, 13]",1,782496.0
25.1393,"[3, 9, 10, 10, 13]",1,782348.0
25.1392,"[2, 9, 10, 10, 13]",1,782200.0
25.138699999999996,"[7, 8, 10, 10, 13]",1,782052.0
25.138599999999997,"[6, 8, 10, 10, 13]",1,781905.0
25.138499999999997,"[5, 8, 10, 10, 13]",1,781757.0
25.138399999999997,"[4, 8, 10, 10, 13]",1,781609.0
25.138299999999997,"[3, 8, 10, 10, 13]",1,781461.0
25.138199999999998,"[2, 8, 10, 10, 13]",1,781314.0
25.1376,"[6, 7, 10, 10, 13]",1,781166.0
25.1375,"[5, 7, 10, 10, 13]",1,781018.0
25.1374,"[4, 7, 10, 10, 13]",1,780870.0
25.1373,"[3, 7, 10, 10, 13]",1,780723.0
25.1372,"[2, 7, 10, 10, 13]",1,780575.0
25.136499999999998,"[5, 6, 10, 10, 13]",1,780427.0
25.1364,"[4, 6, 10, 10, 13]",1,780279.0
25.1363,"[3, 6, 10, 10, 13]",1,780132.0
25.1362,"[2, 6, 10, 10, 13]",1,779984.0
25.135399999999997,"[4, 5, 10, 10, 13]",1,779836.0
25.135299999999997,"[3, 5, 10, 10, 13]",1,779688.0
25.135199999999998,"[2, 5, 10, 10, 13]",1,779541.0
25.1343,"[3, 4, 10, 10, 13]",1,779393.0
25.1342,"[2, 4, 10, 10, 13]",1,779245.0
25.1332,"[2, 3, 10, 10, 13]",1,779097.0
25.1319,"[9, 10, 10, 11, 12]",1,778950.0
25.131800000000002,"[8, 10, 10, 11, 12]",1,778802.0
25.1317,"[7, 10, 10, 11, 12]",1,778654.0
25.1316,"[6, 10, 10, 11, 12]",1,778506.0
25.1315,"[5, 10, 10, 11, 12]",1,778359.0
25.1314,"[4, 10, 10, 11, 12]",1,778211.0
25.1313,"[3, 10, 10, 11, 12]",1,778063.0
25.1312,"[2, 10, 10, 11, 12]",1,777915.0
25.129800000000003,"[8, 9, 10, 10, 12]",1,777768.0
25.1297,"[7, 9, 10, 10, 12]",1,777620.0
25.1296,"[6, 9, 10, 10, 12]",1,777472.0
25.1295,"[5, 9, 10, 10, 12]",1,777324.0
25.1294,"[4, 9, 10, 10, 12]",1,777177.0
25.1293,"[3, 9, 10, 10, 12]",1,777029.0
25.1292,"[2, 9, 10, 10, 12]",1,776881.0
25.1287,"[7, 8, 10, 10, 12]",1,776733.0
25.1286,"[6, 8, 10, 10, 12]",1,776586.0
25.1285,"[5, 8, 10, 10, 12]",1,776438.0
25.1284,"[4, 8, 10, 10, 12]",1,776290.0
25.1283,"[3, 8, 10, 10, 12]",1,776142.0
25.1282,"[2, 8, 10, 10, 12]",1,775995.0
25.1276,"[6, 7, 10, 10, 12]",1,775847.0
25.1275,"[5, 7, 10, 10, 12]",1,775699.0
25.1274,"[4, 7, 10, 10, 12]",1,775551.0
25.1273,"[3, 7, 10, 10, 12]",1,775404.0
25.127200000000002,"[2, 7, 10, 10, 12]",1,775256.0
25.1265,"[5, 6, 10, 10, 12]",1,775108.0
25.1264,"[4, 6, 10, 10, 12]",1,774960.0
25.1263,"[3, 6, 10, 10, 12]",1,774813.0
25.1262,"[2, 6, 10, 10, 12]",1,774665.0
25.1254,"[4, 5, 10, 10, 12]",1,774517.0
25.1253,"[3, 5, 10, 10, 12]",1,774369.0
25.1252,"[2, 5, 10, 10, 12]",1,774222.0
25.1243,"[3, 4, 10, 10, 12]",1,774074.0
25.124200000000002,"[2, 4, 10, 10, 12]",1,773926.0
25.1232,"[2, 3, 10, 10, 12]",1,773778.0
25.1198,"[8, 9, 10, 10, 11]",1,773631.0
25.119699999999998,"[7, 9, 10, 10, 11]",1,773483.0
25.1196,"[6, 9, 10, 10, 11]",1,773335.0
25.1195,"[5, 9, 10, 10, 11]",1,773187.0
25.1194,"[4, 9, 10, 10, 11]",1,773040.0
25.1193,"[3, 9, 10, 10, 11]",1,772892.0
25.1192,"[2, 9, 10, 10, 11]",1,772744.0
25.118699999999997,"[7, 8, 10, 10, 11]",1,772596.0
25.118599999999997,"[6, 8, 10, 10, 11]",1,772449.0
25.118499999999997,"[5, 8, 10, 10, 11]",1,772301.0
25.118399999999998,"[4, 8, 10, 10, 11]",1,772153.0
25.118299999999998,"[3, 8, 10, 10, 11]",1,772005.0
25.118199999999998,"[2, 8, 10, 10, 11]",1,771858.0
25.1176,"[6, 7, 10, 10, 11]",1,771710.0
25.1175,"[5, 7, 10, 10, 11]",1,771562.0
25.1174,"[4, 7, 10, 10, 11]",1,771414.0
25.1173,"[3, 7, 10, 10, 11]",1,771267.0
25.1172,"[2, 7, 10, 10, 11]",1,771119.0
25.1165,"[5, 6, 10, 10, 11]",1,770971.0
25.1164,"[4, 6, 10, 10, 11]",1,770823.0
25.1163,"[3, 6, 10, 10, 11]",1,770676.0
25.1162,"[2, 6, 10, 10, 11]",1,770528.0
25.115399999999998,"[4, 5, 10, 10, 11]",1,770380.0
25.115299999999998,"[3, 5, 10, 10, 11]",1,770232.0
25.115199999999998,"[2, 5, 10, 10, 11]",1,770085.0
25.1143,"[3, 4, 10, 10, 11]",1,769937.0
25.1142,"[2, 4, 10, 10, 11]",1,769789.0
25.1132,"[2, 3, 10, 10, 11]",1,769641.0
25.098699999999997,"[7, 8, 9, 10, 10]",1,769494.0
25.098599999999998,"[6, 8, 9, 10, 10]",1,769346.0
25.098499999999998,"[5, 8, 9, 10, 10]",1,769198.0
25.098399999999998,"[4, 8, 9, 10, 10]",1,769050.0
25.0983,"[3, 8, 9, 10, 10]",1,768903.0
25.0982,"[2, 8, 9, 10, 10]",1,768755.0
25.0976,"[6, 7, 9, 10, 10]",1,768607.0
25.0975,"[5, 7, 9, 10, 10]",1,768459.0
25.0974,"[4, 7, 9, 10, 10]",1,768312.0
25.0973,"[3, 7, 9, 10, 10]",1,768164.0
25.0972,"[2, 7, 9, 10, 10]",1,768016.0
25.0965,"[5, 6, 9, 10, 10]",1,767868.0
25.0964,"[4, 6, 9, 10, 10]",1,767721.0
25.0963,"[3, 6, 9, 10, 10]",1,767573.0
25.0962,"[2, 6, 9, 10, 10]",1,767425.0
25.095399999999998,"[4, 5, 9, 10, 10]",1,767277.0
25.095299999999998,"[3, 5, 9, 10, 10]",1,767130.0
25.0952,"[2, 5, 9, 10, 10]",1,766982.0
25.0943,"[3, 4, 9, 10, 10]",1,766834.0
25.0942,"[2, 4, 9, 10, 10]",1,766686.0
25.0932,"[2, 3, 9, 10, 10]",1,766539.0
25.0876,"[6, 7, 8, 10, 10]",1,766391.0
25.0875,"[5, 7, 8, 10, 10]",1,766243.0
25.0874,"[4, 7, 8, 10, 10]",1,766095.0
25.0873,"[3, 7, 8, 10, 10]",1,765948.0
25.0872,"[2, 7, 8, 10, 10]",1,765800.0
25.086499999999997,"[5, 6, 8, 10, 10]",1,765652.0
25.086399999999998,"[4, 6, 8, 10, 10]",1,765504.0
25.086299999999998,"[3, 6, 8, 10, 10]",1,765357.0
25.086199999999998,"[2, 6, 8, 10, 10]",1,765209.0
25.085399999999996,"[4, 5, 8, 10, 10]",1,765061.0
25.085299999999997,"[3, 5, 8, 10, 10]",1,764913.0
25.085199999999997,"[2, 5, 8, 10, 10]",1,764766.0
25.0843,"[3, 4, 8, 10, 10]",1,764618.0
25.0842,"[2, 4, 8, 10, 10]",1,764470.0
25.083199999999998,"[2, 3, 8, 10, 10]",1,764322.0
25.0765,"[5, 6, 7, 10, 10]",1,764175.0
25.0764,"[4, 6, 7, 10, 10]",1,764027.0
25.0763,"[3, 6, 7, 10, 10]",1,763879.0
25.0762,"[2, 6, 7, 10, 10]",1,763731.0
25.0754,"[4, 5, 7, 10, 10]",1,763584.0
25.0753,"[3, 5, 7, 10, 10]",1,763436.0
25.0752,"[2, 5, 7, 10, 10]",1,763288.0
25.0743,"[3, 4, 7, 10, 10]",1,763140.0
25.0742,"[2, 4, 7, 10, 10]",1,762993.0
25.0732,"[2, 3, 7, 10, 10]",1,762845.0
25.065399999999997,"[4, 5, 6, 10, 10]",1,762697.0
25.065299999999997,"[3, 5, 6, 10, 10]",1,762549.0
25.065199999999997,"[2, 5, 6, 10, 10]",1,762401.0
25.0643,"[3, 4, 6, 10, 10]",1,762254.0
25.0642,"[2, 4, 6, 10, 10]",1,762106.0
25.0632,"[2, 3, 6, 10, 10]",1,761958.0
25.0543,"[3, 4, 5, 10, 10]",1,761810.0
25.0542,"[2, 4, 5, 10, 10]",1,761663.0
25.0532,"[2, 3, 5, 10, 10]",1,761515.0
25.0432,"[2, 3, 4, 10, 10]",1,761367.0
24.154200000000003,"[9, 9, 12, 13, 14]",1,761219.0
24.154100000000003,"[9, 9, 11, 13, 14]",1,761072.0
24.154000000000003,"[9, 9, 10, 13, 14]",1,760924.0
24.153800000000004,"[8, 9, 9, 13, 14]",1,760776.0
24.1537,"[7, 9, 9, 13, 14]",1,760628.0
24.1536,"[6, 9, 9, 13, 14]",1,760481.0
24.1535,"[5, 9, 9, 13, 14]",1,760333.0
24.1534,"[4, 9, 9, 13, 14]",1,760185.0
24.1533,"[3, 9, 9, 13, 14]",1,760037.0
24.153200000000002,"[2, 9, 9, 13, 14]",1,759890.0
24.153100000000002,"[9, 9, 11, 12, 14]",1,759742.0
24.153000000000002,"[9, 9, 10, 12, 14]",1,759594.0
24.152800000000003,"[8, 9, 9, 12, 14]",1,759446.0
24.1527,"[7, 9, 9, 12, 14]",1,759299.0
24.1526,"[6, 9, 9, 12, 14]",1,759151.0
24.1525,"[5, 9, 9, 12, 14]",1,759003.0
24.1524,"[4, 9, 9, 12, 14]",1,758855.0
24.1523,"[3, 9, 9, 12, 14]",1,758708.0
24.1522,"[2, 9, 9, 12, 14]",1,758560.0
24.152,"[9, 9, 10, 11, 14]",1,758412.0
24.1518,"[8, 9, 9, 11, 14]",1,758264.0
24.151699999999998,"[7, 9, 9, 11, 14]",1,758117.0
24.1516,"[6, 9, 9, 11, 14]",1,757969.0
24.1515,"[5, 9, 9, 11, 14]",1,757821.0
24.1514,"[4, 9, 9, 11, 14]",1,757673.0
24.1513,"[3, 9, 9, 11, 14]",1,757526.0
24.1512,"[2, 9, 9, 11, 14]",1,757378.0
24.150800000000004,"[8, 9, 9, 10, 14]",1,757230.0
24.1507,"[7, 9, 9, 10, 14]",1,757082.0
24.1506,"[6, 9, 9, 10, 14]",1,756935.0
24.1505,"[5, 9, 9, 10, 14]",1,756787.0
24.1504,"[4, 9, 9, 10, 14]",1,756639.0
24.1503,"[3, 9, 9, 10, 14]",1,756491.0
24.1502,"[2, 9, 9, 10, 14]",1,756344.0
24.148699999999998,"[7, 8, 9, 9, 14]",1,756196.0
24.1486,"[6, 8, 9, 9, 14]",1,756048.0
24.1485,"[5, 8, 9, 9, 14]",1,755900.0
24.1484,"[4, 8, 9, 9, 14]",1,755753.0
24.1483,"[3, 8, 9, 9, 14]",1,755605.0
24.1482,"[2, 8, 9, 9, 14]",1,755457.0
24.1476,"[6, 7, 9, 9, 14]",1,755309.0
24.1475,"[5, 7, 9, 9, 14]",1,755162.0
24.1474,"[4, 7, 9, 9, 14]",1,755014.0
24.1473,"[3, 7, 9, 9, 14]",1,754866.0
24.1472,"[2, 7, 9, 9, 14]",1,754718.0
24.1465,"[5, 6, 9, 9, 14]",1,754571.0
24.1464,"[4, 6, 9, 9, 14]",1,754423.0
24.1463,"[3, 6, 9, 9, 14]",1,754275.0
24.1462,"[2, 6, 9, 9, 14]",1,754127.0
24.1454,"[4, 5, 9, 9, 14]",1,753980.0
24.1453,"[3, 5, 9, 9, 14]",1,753832.0
24.1452,"[2, 5, 9, 9, 14]",1,753684.0
24.1443,"[3, 4, 9, 9, 14]",1,753536.0
24.1442,"[2, 4, 9, 9, 14]",1,753389.0
24.1432,"[2, 3, 9, 9, 14]",1,753241.0
24.1431,"[9, 9, 11, 12, 13]",1,753093.0
24.143,"[9, 9, 10, 12, 13]",1,752945.0
24.1428,"[8, 9, 9, 12, 13]",1,752798.0
24.142699999999998,"[7, 9, 9, 12, 13]",1,752650.0
24.142599999999998,"[6, 9, 9, 12, 13]",1,752502.0
24.1425,"[5, 9, 9, 12, 13]",1,752354.0
24.1424,"[4, 9, 9, 12, 13]",1,752207.0
24.1423,"[3, 9, 9, 12, 13]",1,752059.0
24.1422,"[2, 9, 9, 12, 13]",1,751911.0
24.142,"[9, 9, 10, 11, 13]",1,751763.0
24.1418,"[8, 9, 9, 11, 13]",1,751616.0
24.141699999999997,"[7, 9, 9, 11, 13]",1,751468.0
24.141599999999997,"[6, 9, 9, 11, 13]",1,751320.0
24.141499999999997,"[5, 9, 9, 11, 13]",1,751172.0
24.141399999999997,"[4, 9, 9, 11, 13]",1,751025.0
24.141299999999998,"[3, 9, 9, 11, 13]",1,750877.0
24.141199999999998,"[2, 9, 9, 11, 13]",1,750729.0
24.140800000000002,"[8, 9, 9, 10, 13]",1,750581.0
24.1407,"[7, 9, 9, 10, 13]",1,750434.0
24.1406,"[6, 9, 9, 10, 13]",1,750286.0
24.1405,"[5, 9, 9, 10, 13]",1,750138.0
24.1404,"[4, 9, 9, 10, 13]",1,749990.0
24.1403,"[3, 9, 9, 10, 13]",1,749843.0
24.1402,"[2, 9, 9, 10, 13]",1,749695.0
24.138699999999996,"[7, 8, 9, 9, 13]",1,749547.0
24.138599999999997,"[6, 8, 9, 9, 13]",1,749399.0
24.138499999999997,"[5, 8, 9, 9, 13]",1,749252.0
24.138399999999997,"[4, 8, 9, 9, 13]",1,749104.0
24.138299999999997,"[3, 8, 9, 9, 13]",1,748956.0
24.138199999999998,"[2, 8, 9, 9, 13]",1,748808.0
24.1376,"[6, 7, 9, 9, 13]",1,748661.0
24.1375,"[5, 7, 9, 9, 13]",1,748513.0
24.1374,"[4, 7, 9, 9, 13]",1,748365.0
24.1373,"[3, 7, 9, 9, 13]",1,748217.0
24.1372,"[2, 7, 9, 9, 13]",1,748070.0
24.136499999999998,"[5, 6, 9, 9, 13]",1,747922.0
24.1364,"[4, 6, 9, 9, 13]",1,747774.0
24.1363,"[3, 6, 9, 9, 13]",1,747626.0
24.1362,"[2, 6, 9, 9, 13]",1,747479.0
24.135399999999997,"[4, 5, 9, 9, 13]",1,747331.0
24.135299999999997,"[3, 5, 9, 9, 13]",1,747183.0
24.135199999999998,"[2, 5, 9, 9, 13]",1,747035.0
24.1343,"[3, 4, 9, 9, 13]",1,746888.0
24.1342,"[2, 4, 9, 9, 13]",1,746740.0
24.1332,"[2, 3, 9, 9, 13]",1,746592.0
24.132,"[9, 9, 10, 11, 12]",1,746444.0
24.131800000000002,"[8, 9, 9, 11, 12]",1,746297.0
24.1317,"[7, 9, 9, 11, 12]",1,746149.0
24.1316,"[6, 9, 9, 11, 12]",1,746001.0
24.1315,"[5, 9, 9, 11, 12]",1,745853.0
24.1314,"[4, 9, 9, 11, 12]",1,745706.0
24.1313,"[3, 9, 9, 11, 12]",1,745558.0
24.1312,"[2, 9, 9, 11, 12]",1,745410.0
24.130800000000004,"[8, 9, 9, 10, 12]",1,745262.0
24.1307,"[7, 9, 9, 10, 12]",1,745115.0
24.1306,"[6, 9, 9, 10, 12]",1,744967.0
24.1305,"[5, 9, 9, 10, 12]",1,744819.0
24.1304,"[4, 9, 9, 10, 12]",1,744671.0
24.130300000000002,"[3, 9, 9, 10, 12]",1,744524.0
24.130200000000002,"[2, 9, 9, 10, 12]",1,744376.0
24.1287,"[7, 8, 9, 9, 12]",1,744228.0
24.1286,"[6, 8, 9, 9, 12]",1,744080.0
24.1285,"[5, 8, 9, 9, 12]",1,743933.0
24.1284,"[4, 8, 9, 9, 12]",1,743785.0
24.1283,"[3, 8, 9, 9, 12]",1,743637.0
24.1282,"[2, 8, 9, 9, 12]",1,743489.0
24.1276,"[6, 7, 9, 9, 12]",1,743342.0
24.1275,"[5, 7, 9, 9, 12]",1,743194.0
24.1274,"[4, 7, 9, 9, 12]",1,743046.0
24.1273,"[3, 7, 9, 9, 12]",1,742898.0
24.127200000000002,"[2, 7, 9, 9, 12]",1,742751.0
24.1265,"[5, 6, 9, 9, 12]",1,742603.0
24.1264,"[4, 6, 9, 9, 12]",1,742455.0
24.1263,"[3, 6, 9, 9, 12]",1,742307.0
24.1262,"[2, 6, 9, 9, 12]",1,742160.0
24.1254,"[4, 5, 9, 9, 12]",1,742012.0
24.1253,"[3, 5, 9, 9, 12]",1,741864.0
24.1252,"[2, 5, 9, 9, 12]",1,741716.0
24.1243,"[3, 4, 9, 9, 12]",1,741569.0
24.124200000000002,"[2, 4, 9, 9, 12]",1,741421.0
24.1232,"[2, 3, 9, 9, 12]",1,741273.0
24.120800000000003,"[8, 9, 9, 10, 11]",1,741125.0
24.1207,"[7, 9, 9, 10, 11]",1,740978.0
24.1206,"[6, 9, 9, 10, 11]",1,740830.0
24.1205,"[5, 9, 9, 10, 11]",1,740682.0
